"","id","face","type","roi","beta"
"454","026","F2","diagdiff","undiagdiff_insula_r",-0.0608805
"455","026","F2","diagdiff","undiagdiff_IPL_l",-0.0835966
"456","026","F2","diagdiff","undiagdiff_precuneus",-0.137215
"457","027","F1","diag","chdiag_PCG_l",0.0439175
"458","027","F1","diag","chdiagdiff_HC_l",-0.00355434
"459","027","F1","diag","F2diagdiff_insula_l",0.100838
"460","027","F1","diag","undiagdiff_IFG_l",0.0337399
"461","027","F1","diag","undiagdiff_insula_l",0.111106
"462","027","F1","diag","undiagdiff_insula_r",-0.00643294
"463","027","F1","diag","undiagdiff_IPL_l",0.0280166
"464","027","F1","diag","undiagdiff_precuneus",0.020884
"465","027","F2","diag","chdiag_PCG_l",-0.118014
"466","027","F2","diag","chdiagdiff_HC_l",-0.0845067
"467","027","F2","diag","F2diagdiff_insula_l",-0.0514861
"468","027","F2","diag","undiagdiff_IFG_l",-0.0984153
"469","027","F2","diag","undiagdiff_insula_l",-0.0509214
"470","027","F2","diag","undiagdiff_insula_r",-0.102001
"471","027","F2","diag","undiagdiff_IPL_l",-0.0252885
"472","027","F2","diag","undiagdiff_precuneus",-0.0550278
"473","027","F2","diagdiff","chdiag_PCG_l",0.00739299
"474","027","F2","diagdiff","chdiagdiff_HC_l",-0.0907595
"475","027","F2","diagdiff","F2diagdiff_insula_l",-0.122993
"476","027","F2","diagdiff","undiagdiff_IFG_l",-0.118477
"477","027","F2","diagdiff","undiagdiff_insula_l",-0.10137
"478","027","F2","diagdiff","undiagdiff_insula_r",0.155773
"479","027","F2","diagdiff","undiagdiff_IPL_l",-0.0842311
"480","027","F2","diagdiff","undiagdiff_precuneus",0.0841121
"481","028","F1","diag","chdiag_PCG_l",0.030331
"482","028","F1","diag","chdiagdiff_HC_l",0.0297122
"483","028","F1","diag","F2diagdiff_insula_l",-0.0178369
"484","028","F1","diag","undiagdiff_IFG_l",-0.0257603
"485","028","F1","diag","undiagdiff_insula_l",-0.0086933
"486","028","F1","diag","undiagdiff_insula_r",0.0322675
"487","028","F1","diag","undiagdiff_IPL_l",-0.0312974
"488","028","F1","diag","undiagdiff_precuneus",-0.0130993
"489","028","F2","diag","chdiag_PCG_l",-0.0475639
"490","028","F2","diag","chdiagdiff_HC_l",0.0431776
"491","028","F2","diag","F2diagdiff_insula_l",0.00415692
"492","028","F2","diag","undiagdiff_IFG_l",-0.0234774
"493","028","F2","diag","undiagdiff_insula_l",-0.00813562
"494","028","F2","diag","undiagdiff_insula_r",0.0107557
"495","028","F2","diag","undiagdiff_IPL_l",-0.0457808
"496","028","F2","diag","undiagdiff_precuneus",-0.0209725
"497","028","F2","diagdiff","chdiag_PCG_l",0.0269214
"498","028","F2","diagdiff","chdiagdiff_HC_l",-0.115907
"499","028","F2","diagdiff","F2diagdiff_insula_l",-0.184191
"500","028","F2","diagdiff","undiagdiff_IFG_l",-0.155018
"501","028","F2","diagdiff","undiagdiff_insula_l",-0.184663
"502","028","F2","diagdiff","undiagdiff_insula_r",-0.225217
"503","028","F2","diagdiff","undiagdiff_IPL_l",-0.234009
"504","028","F2","diagdiff","undiagdiff_precuneus",-0.121601
"505","029","F1","diag","chdiag_PCG_l",0.00127311
"506","029","F1","diag","chdiagdiff_HC_l",0.0121022
"507","029","F1","diag","F2diagdiff_insula_l",0.0188316
"508","029","F1","diag","undiagdiff_IFG_l",0.0387997
"509","029","F1","diag","undiagdiff_insula_l",0.015439
"510","029","F1","diag","undiagdiff_insula_r",-0.030379
"511","029","F1","diag","undiagdiff_IPL_l",0.0370664
"512","029","F1","diag","undiagdiff_precuneus",0.0889061
"513","029","F2","diag","chdiag_PCG_l",-0.00574772
"514","029","F2","diag","chdiagdiff_HC_l",0.0363576
"515","029","F2","diag","F2diagdiff_insula_l",0.0544415
"516","029","F2","diag","undiagdiff_IFG_l",0.0132036
"517","029","F2","diag","undiagdiff_insula_l",0.061288
"518","029","F2","diag","undiagdiff_insula_r",0.00968276
"519","029","F2","diag","undiagdiff_IPL_l",0.0113976
"520","029","F2","diag","undiagdiff_precuneus",0.0137199
"521","029","F2","diagdiff","chdiag_PCG_l",0.0253506
"522","029","F2","diagdiff","chdiagdiff_HC_l",-0.0194607
"523","029","F2","diagdiff","F2diagdiff_insula_l",-0.140743
"524","029","F2","diagdiff","undiagdiff_IFG_l",-0.0160728
"525","029","F2","diagdiff","undiagdiff_insula_l",-0.146497
"526","029","F2","diagdiff","undiagdiff_insula_r",-0.0440943
"527","029","F2","diagdiff","undiagdiff_IPL_l",-0.0370327
"528","029","F2","diagdiff","undiagdiff_precuneus",0.0296533
"529","030","F1","diag","chdiag_PCG_l",0.0291716
"530","030","F1","diag","chdiagdiff_HC_l",0.0407622
"531","030","F1","diag","F2diagdiff_insula_l",-0.00249584
"532","030","F1","diag","undiagdiff_IFG_l",0.022794
"533","030","F1","diag","undiagdiff_insula_l",0.00238694
"534","030","F1","diag","undiagdiff_insula_r",0.00319581
"535","030","F1","diag","undiagdiff_IPL_l",-0.00389889
"536","030","F1","diag","undiagdiff_precuneus",0.015657
"537","030","F2","diag","chdiag_PCG_l",0.0787276
"538","030","F2","diag","chdiagdiff_HC_l",0.0507463
"539","030","F2","diag","F2diagdiff_insula_l",0.00909267
"540","030","F2","diag","undiagdiff_IFG_l",0.0159126
"541","030","F2","diag","undiagdiff_insula_l",0.0190779
"542","030","F2","diag","undiagdiff_insula_r",-0.00848209
"543","030","F2","diag","undiagdiff_IPL_l",0.00598326
"544","030","F2","diag","undiagdiff_precuneus",0.0328081
"545","030","F2","diagdiff","chdiag_PCG_l",-0.0879058
"546","030","F2","diagdiff","chdiagdiff_HC_l",-0.152365
"547","030","F2","diagdiff","F2diagdiff_insula_l",-0.178532
"548","030","F2","diagdiff","undiagdiff_IFG_l",-0.226064
"549","030","F2","diagdiff","undiagdiff_insula_l",-0.191084
"550","030","F2","diagdiff","undiagdiff_insula_r",-0.062265
"551","030","F2","diagdiff","undiagdiff_IPL_l",-0.156736
"552","030","F2","diagdiff","undiagdiff_precuneus",-0.202028
"553","031","F1","diag","chdiag_PCG_l",-0.00913751
"554","031","F1","diag","chdiagdiff_HC_l",0.049265
"555","031","F1","diag","F2diagdiff_insula_l",0.0443189
"556","031","F1","diag","undiagdiff_IFG_l",-0.0284294
"557","031","F1","diag","undiagdiff_insula_l",0.0302977
"558","031","F1","diag","undiagdiff_insula_r",0.0386122
"559","031","F1","diag","undiagdiff_IPL_l",0.00894555
"560","031","F1","diag","undiagdiff_precuneus",0.0197483
"561","031","F2","diag","chdiag_PCG_l",0.0226325
"562","031","F2","diag","chdiagdiff_HC_l",0.0364468
"563","031","F2","diag","F2diagdiff_insula_l",-0.00963082
"564","031","F2","diag","undiagdiff_IFG_l",-0.0162945
"565","031","F2","diag","undiagdiff_insula_l",-0.0120009
"566","031","F2","diag","undiagdiff_insula_r",-0.0406291
"567","031","F2","diag","undiagdiff_IPL_l",-0.0559881
"568","031","F2","diag","undiagdiff_precuneus",-0.0912755
"569","031","F2","diagdiff","chdiag_PCG_l",0.00115803
"570","031","F2","diagdiff","chdiagdiff_HC_l",-0.118428
"571","031","F2","diagdiff","F2diagdiff_insula_l",-0.0830071
"572","031","F2","diagdiff","undiagdiff_IFG_l",-0.152591
"573","031","F2","diagdiff","undiagdiff_insula_l",-0.120267
"574","031","F2","diagdiff","undiagdiff_insula_r",-0.0911407
"575","031","F2","diagdiff","undiagdiff_IPL_l",-0.152644
"576","031","F2","diagdiff","undiagdiff_precuneus",-0.253483
