"","id","face","type","roi","beta"
"403","024","F2","diagdiff","F2diagdiff_insula_l",-0.223073
"404","024","F2","diagdiff","undiagdiff_IFG_l",-0.225008
"405","024","F2","diagdiff","undiagdiff_insula_l",-0.200144
"406","024","F2","diagdiff","undiagdiff_insula_r",-0.215821
"407","024","F2","diagdiff","undiagdiff_IPL_l",-0.235276
"408","024","F2","diagdiff","undiagdiff_precuneus",-0.168966
"409","025","F1","diag","chdiag_PCG_l",-0.0384251
"410","025","F1","diag","chdiagdiff_HC_l",-0.0214036
"411","025","F1","diag","F2diagdiff_insula_l",0.00960291
"412","025","F1","diag","undiagdiff_IFG_l",-0.0335859
"413","025","F1","diag","undiagdiff_insula_l",-0.00928073
"414","025","F1","diag","undiagdiff_insula_r",0.0112661
"415","025","F1","diag","undiagdiff_IPL_l",-0.0282968
"416","025","F1","diag","undiagdiff_precuneus",-0.00520907
"417","025","F2","diag","chdiag_PCG_l",-0.043065
"418","025","F2","diag","chdiagdiff_HC_l",-0.017725
"419","025","F2","diag","F2diagdiff_insula_l",-0.0103571
"420","025","F2","diag","undiagdiff_IFG_l",-0.0463495
"421","025","F2","diag","undiagdiff_insula_l",-0.0162791
"422","025","F2","diag","undiagdiff_insula_r",0.0186335
"423","025","F2","diag","undiagdiff_IPL_l",-0.034963
"424","025","F2","diag","undiagdiff_precuneus",0.00728877
"425","025","F2","diagdiff","chdiag_PCG_l",0.119531
"426","025","F2","diagdiff","chdiagdiff_HC_l",0.0296522
"427","025","F2","diagdiff","F2diagdiff_insula_l",-0.0546307
"428","025","F2","diagdiff","undiagdiff_IFG_l",-0.101886
"429","025","F2","diagdiff","undiagdiff_insula_l",-0.0383601
"430","025","F2","diagdiff","undiagdiff_insula_r",-0.0751234
"431","025","F2","diagdiff","undiagdiff_IPL_l",-0.0861325
"432","025","F2","diagdiff","undiagdiff_precuneus",0.0292268
"433","026","F1","diag","chdiag_PCG_l",0.00380868
"434","026","F1","diag","chdiagdiff_HC_l",-0.0118674
"435","026","F1","diag","F2diagdiff_insula_l",0.00920425
"436","026","F1","diag","undiagdiff_IFG_l",-0.0113435
"437","026","F1","diag","undiagdiff_insula_l",0.0181986
"438","026","F1","diag","undiagdiff_insula_r",0.0239294
"439","026","F1","diag","undiagdiff_IPL_l",-0.0855996
"440","026","F1","diag","undiagdiff_precuneus",-0.0832055
"441","026","F2","diag","chdiag_PCG_l",-0.0668941
"442","026","F2","diag","chdiagdiff_HC_l",-0.0490792
"443","026","F2","diag","F2diagdiff_insula_l",-0.0346855
"444","026","F2","diag","undiagdiff_IFG_l",-0.0876642
"445","026","F2","diag","undiagdiff_insula_l",-0.0301681
"446","026","F2","diag","undiagdiff_insula_r",-0.0193232
"447","026","F2","diag","undiagdiff_IPL_l",-0.00258654
"448","026","F2","diag","undiagdiff_precuneus",0.00734123
"449","026","F2","diagdiff","chdiag_PCG_l",-0.0280017
"450","026","F2","diagdiff","chdiagdiff_HC_l",-0.0529791
"451","026","F2","diagdiff","F2diagdiff_insula_l",-0.126419
"452","026","F2","diagdiff","undiagdiff_IFG_l",-0.101059
"453","026","F2","diagdiff","undiagdiff_insula_l",-0.123198
