,id,face,type,roi,beta
1320,23,F2,irrel,D_IFG_l,-0.0616249
1334,23,F2,rel,D_IFG_l,-0.00613617
1348,24,F1,irrel,D_IFG_l,0.0383187
1362,24,F1,rel,D_IFG_l,0.0310227
1376,24,F2,D,D_IFG_l,0.0293493
1390,24,F2,I,D_IFG_l,0.1092
1404,24,F2,irrel,D_IFG_l,0.00644801
1418,24,F2,rel,D_IFG_l,-0.036634
1432,25,F1,irrel,D_IFG_l,-0.0783829
1446,25,F1,rel,D_IFG_l,-0.0737716
1460,25,F2,D,D_IFG_l,-0.170314
1474,25,F2,I,D_IFG_l,-0.028498
1488,25,F2,irrel,D_IFG_l,-0.0550532
1502,25,F2,rel,D_IFG_l,0.00583492
1516,26,F1,irrel,D_IFG_l,-0.0483451
1530,26,F1,rel,D_IFG_l,0.0855111
1544,26,F2,D,D_IFG_l,-0.0760233
1558,26,F2,I,D_IFG_l,-0.022348
1572,26,F2,irrel,D_IFG_l,0.0510679
1586,26,F2,rel,D_IFG_l,0.0348656
1600,27,F1,irrel,D_IFG_l,0.0619112
1614,27,F1,rel,D_IFG_l,-0.00613966
1628,27,F2,D,D_IFG_l,-0.0796562
1642,27,F2,I,D_IFG_l,0.097267
1656,27,F2,irrel,D_IFG_l,0.0373941
1670,27,F2,rel,D_IFG_l,0.0942766
1684,28,F1,irrel,D_IFG_l,0.0650375
1698,28,F1,rel,D_IFG_l,-0.00212216
1712,28,F2,D,D_IFG_l,-0.192633
1726,28,F2,I,D_IFG_l,0.0514282
1740,28,F2,irrel,D_IFG_l,-0.0854304
1754,28,F2,rel,D_IFG_l,0.0183244
1768,29,F1,irrel,D_IFG_l,-0.0649671
1782,29,F1,rel,D_IFG_l,0.0243239
1796,29,F2,D,D_IFG_l,-0.0484601
1810,29,F2,I,D_IFG_l,0.0992632
1824,29,F2,irrel,D_IFG_l,-0.04832
1838,29,F2,rel,D_IFG_l,0.0881124
1852,30,F1,irrel,D_IFG_l,0.0443546
1866,30,F1,rel,D_IFG_l,0.0420012
1880,30,F2,D,D_IFG_l,-0.123779
1894,30,F2,I,D_IFG_l,0.0767961
1908,30,F2,irrel,D_IFG_l,-0.0402676
1922,30,F2,rel,D_IFG_l,0.0708911
1936,31,F1,irrel,D_IFG_l,-0.0354618
1950,31,F1,rel,D_IFG_l,0.004562
1964,31,F2,D,D_IFG_l,-0.126082
1978,31,F2,I,D_IFG_l,0.0453818
1992,31,F2,irrel,D_IFG_l,0.014167
2006,31,F2,rel,D_IFG_l,-0.0868581
5,1,F1,irrel,D_insular,0.0238137
19,1,F1,rel,D_insular,0.0254567
33,1,F2,D,D_insular,-0.0604107
47,1,F2,I,D_insular,-0.0355192
61,1,F2,irrel,D_insular,0.0372952
75,1,F2,rel,D_insular,0.0406032
89,2,F1,irrel,D_insular,-0.0211801
103,2,F1,rel,D_insular,-0.0142338
117,2,F2,D,D_insular,-0.110435
131,2,F2,I,D_insular,-0.0488194
145,2,F2,irrel,D_insular,0.00420789
159,2,F2,rel,D_insular,0.016891
173,3,F1,irrel,D_insular,0.0077009
187,3,F1,rel,D_insular,0.0564734
201,3,F2,D,D_insular,0.000588298
215,3,F2,I,D_insular,0.00529279
229,3,F2,irrel,D_insular,-0.00679618
243,3,F2,rel,D_insular,0.0318823
257,4,F1,irrel,D_insular,-0.00975594
271,4,F1,rel,D_insular,0.0398445
285,4,F2,D,D_insular,-0.151785
299,4,F2,I,D_insular,-0.11989
313,4,F2,irrel,D_insular,0.0118852
327,4,F2,rel,D_insular,-0.0440985
341,6,F1,irrel,D_insular,0.037033
355,6,F1,rel,D_insular,-0.0150949
369,6,F2,D,D_insular,-0.244417
383,6,F2,I,D_insular,0.00403901
397,6,F2,irrel,D_insular,0.077667
411,6,F2,rel,D_insular,0.0265025
425,7,F1,irrel,D_insular,-0.044354
439,7,F1,rel,D_insular,0.0135562
453,7,F2,D,D_insular,-0.0150125
467,7,F2,I,D_insular,0.0139436
481,7,F2,irrel,D_insular,-0.0737323
495,7,F2,rel,D_insular,-0.0784288
509,9,F1,irrel,D_insular,-0.0227493
523,9,F1,rel,D_insular,0.0323732
537,9,F2,D,D_insular,-0.0791071
551,9,F2,I,D_insular,0.0154229
565,9,F2,irrel,D_insular,-0.0123946
579,9,F2,rel,D_insular,0.0168231
593,10,F1,irrel,D_insular,-0.0300306
607,10,F1,rel,D_insular,0.0255896
621,10,F2,D,D_insular,-0.129173
635,10,F2,I,D_insular,0.0438964
649,10,F2,irrel,D_insular,-0.0553546
663,10,F2,rel,D_insular,-0.0129952
677,11,F1,irrel,D_insular,0.0268879
691,11,F1,rel,D_insular,-0.0197981
705,11,F2,D,D_insular,-0.0702515
719,11,F2,I,D_insular,0.00986369
733,11,F2,irrel,D_insular,-0.0161907
747,11,F2,rel,D_insular,0.0538532
761,15,F1,irrel,D_insular,0.00602041
775,15,F1,rel,D_insular,-0.0124914
789,15,F2,D,D_insular,-0.0751114
803,15,F2,I,D_insular,-0.00256725
817,15,F2,irrel,D_insular,-0.0286873
831,15,F2,rel,D_insular,-0.0165953
845,17,F1,irrel,D_insular,0.0146775
859,17,F1,rel,D_insular,-0.0226461
873,17,F2,D,D_insular,-0.119027
887,17,F2,I,D_insular,-0.0116199
901,17,F2,irrel,D_insular,0.0218751
915,17,F2,rel,D_insular,-0.00617302
929,18,F1,irrel,D_insular,0.0292092
943,18,F1,rel,D_insular,0.00152402
957,18,F2,D,D_insular,-0.0513416
971,18,F2,I,D_insular,0.0867311
985,18,F2,irrel,D_insular,-0.0214605
999,18,F2,rel,D_insular,-0.025371
1013,19,F1,irrel,D_insular,-0.00313425
1027,19,F1,rel,D_insular,0.025056
1041,19,F2,D,D_insular,0.0155441
1055,19,F2,I,D_insular,-0.071331
1069,19,F2,irrel,D_insular,0.119081
1083,19,F2,rel,D_insular,0.00210428
1097,21,F1,irrel,D_insular,0.0137573
1111,21,F1,rel,D_insular,0.0425373
1125,21,F2,D,D_insular,-0.163173
1139,21,F2,I,D_insular,0.0532678
1153,21,F2,irrel,D_insular,-0.0126189
1167,21,F2,rel,D_insular,-0.0298082
1181,22,F1,irrel,D_insular,-0.0157406
1195,22,F1,rel,D_insular,0.0798176
1209,22,F2,D,D_insular,-0.0390208
1223,22,F2,I,D_insular,0.0431105
1237,22,F2,irrel,D_insular,0.0763139
1251,22,F2,rel,D_insular,0.0149717
1265,23,F1,irrel,D_insular,0.0169171
1279,23,F1,rel,D_insular,0.0151906
1293,23,F2,D,D_insular,-0.104615
1307,23,F2,I,D_insular,0.0167426
1321,23,F2,irrel,D_insular,0.0026461
1335,23,F2,rel,D_insular,0.00988311
1349,24,F1,irrel,D_insular,0.0146187
1363,24,F1,rel,D_insular,0.0454034
1377,24,F2,D,D_insular,-0.211033
1391,24,F2,I,D_insular,0.0293062
1405,24,F2,irrel,D_insular,-0.0180215
1419,24,F2,rel,D_insular,-0.0457251
1433,25,F1,irrel,D_insular,-0.01602
1447,25,F1,rel,D_insular,0.00527648
1461,25,F2,D,D_insular,-0.0797641
1475,25,F2,I,D_insular,0.0181134
1489,25,F2,irrel,D_insular,-0.0112933
1503,25,F2,rel,D_insular,0.00396195
1517,26,F1,irrel,D_insular,-0.0105751
1531,26,F1,rel,D_insular,0.0343313
1545,26,F2,D,D_insular,-0.177436
1559,26,F2,I,D_insular,0.00702511
1573,26,F2,irrel,D_insular,-0.0294401
1587,26,F2,rel,D_insular,-0.0144082
1601,27,F1,irrel,D_insular,-0.025074
1615,27,F1,rel,D_insular,-0.0243994
1629,27,F2,D,D_insular,-0.112129
1643,27,F2,I,D_insular,0.025125
1657,27,F2,irrel,D_insular,0.0299401
1671,27,F2,rel,D_insular,0.0327985
1685,28,F1,irrel,D_insular,0.0140731
1699,28,F1,rel,D_insular,-0.00237595
1713,28,F2,D,D_insular,-0.027857
1727,28,F2,I,D_insular,0.00292137
1741,28,F2,irrel,D_insular,-0.0541554
1755,28,F2,rel,D_insular,0.0303186
1769,29,F1,irrel,D_insular,-0.0197969
1783,29,F1,rel,D_insular,0.00136213
1797,29,F2,D,D_insular,-0.104943
1811,29,F2,I,D_insular,0.0396445
1825,29,F2,irrel,D_insular,-0.0449259
1839,29,F2,rel,D_insular,0.0074561
1853,30,F1,irrel,D_insular,0.0164249
1867,30,F1,rel,D_insular,0.0128722
1881,30,F2,D,D_insular,-0.0941536
1895,30,F2,I,D_insular,0.0128384
1909,30,F2,irrel,D_insular,-0.0461849
1923,30,F2,rel,D_insular,0.0158191
1937,31,F1,irrel,D_insular,-0.0507971
1951,31,F1,rel,D_insular,0.00759446
1965,31,F2,D,D_insular,-0.199247
1979,31,F2,I,D_insular,0.0394845
1993,31,F2,irrel,D_insular,-0.0313495
2007,31,F2,rel,D_insular,-0.0737973
6,1,F1,irrel,D_IPL_l,0.0325316
20,1,F1,rel,D_IPL_l,0.0984182
34,1,F2,D,D_IPL_l,-0.0818456
48,1,F2,I,D_IPL_l,-0.0255586
62,1,F2,irrel,D_IPL_l,0.0217407
76,1,F2,rel,D_IPL_l,-0.0266478
90,2,F1,irrel,D_IPL_l,-0.0575099
104,2,F1,rel,D_IPL_l,-0.023264
118,2,F2,D,D_IPL_l,0.0301732
132,2,F2,I,D_IPL_l,-0.131092
146,2,F2,irrel,D_IPL_l,-0.0857872
160,2,F2,rel,D_IPL_l,0.0280322
174,3,F1,irrel,D_IPL_l,-0.00783927
188,3,F1,rel,D_IPL_l,-0.00236764
202,3,F2,D,D_IPL_l,-0.0842383
216,3,F2,I,D_IPL_l,0.0212139
230,3,F2,irrel,D_IPL_l,0.0158199
244,3,F2,rel,D_IPL_l,-0.0117812
258,4,F1,irrel,D_IPL_l,0.0104426
272,4,F1,rel,D_IPL_l,0.0530835
286,4,F2,D,D_IPL_l,-0.0847235
300,4,F2,I,D_IPL_l,-0.103321
314,4,F2,irrel,D_IPL_l,0.0328566
328,4,F2,rel,D_IPL_l,-0.0276229
342,6,F1,irrel,D_IPL_l,0.00840266
356,6,F1,rel,D_IPL_l,0.0119177
370,6,F2,D,D_IPL_l,-0.0310845
384,6,F2,I,D_IPL_l,0.0202492
398,6,F2,irrel,D_IPL_l,0.0709014
412,6,F2,rel,D_IPL_l,0.0127978
426,7,F1,irrel,D_IPL_l,-0.0247792
440,7,F1,rel,D_IPL_l,-0.00798307
454,7,F2,D,D_IPL_l,-0.0903218
468,7,F2,I,D_IPL_l,-0.0108516
482,7,F2,irrel,D_IPL_l,-0.0786481
496,7,F2,rel,D_IPL_l,-0.00809454
510,9,F1,irrel,D_IPL_l,-0.0160958
524,9,F1,rel,D_IPL_l,0.0817308
538,9,F2,D,D_IPL_l,-0.0425505
552,9,F2,I,D_IPL_l,0.0177389
566,9,F2,irrel,D_IPL_l,-0.00317608
580,9,F2,rel,D_IPL_l,-0.0201421
594,10,F1,irrel,D_IPL_l,-0.107414
608,10,F1,rel,D_IPL_l,0.00120509
622,10,F2,D,D_IPL_l,-0.174849
636,10,F2,I,D_IPL_l,-0.0705801
650,10,F2,irrel,D_IPL_l,-0.036779
664,10,F2,rel,D_IPL_l,-0.0138819
678,11,F1,irrel,D_IPL_l,0.0902552
692,11,F1,rel,D_IPL_l,0.0174916
706,11,F2,D,D_IPL_l,-0.112389
720,11,F2,I,D_IPL_l,0.111231
734,11,F2,irrel,D_IPL_l,0.0229362
748,11,F2,rel,D_IPL_l,0.0992635
762,15,F1,irrel,D_IPL_l,-0.00310964
776,15,F1,rel,D_IPL_l,-0.0352569
790,15,F2,D,D_IPL_l,-0.000262665
804,15,F2,I,D_IPL_l,-0.00851154
818,15,F2,irrel,D_IPL_l,-0.0295374
832,15,F2,rel,D_IPL_l,-0.0386997
846,17,F1,irrel,D_IPL_l,-0.0278728
860,17,F1,rel,D_IPL_l,-0.0131419
874,17,F2,D,D_IPL_l,-0.144435
888,17,F2,I,D_IPL_l,-0.00916244
902,17,F2,irrel,D_IPL_l,-0.00884915
916,17,F2,rel,D_IPL_l,-0.0176109
930,18,F1,irrel,D_IPL_l,0.0138071
944,18,F1,rel,D_IPL_l,0.0313826
958,18,F2,D,D_IPL_l,-0.170908
972,18,F2,I,D_IPL_l,0.135266
986,18,F2,irrel,D_IPL_l,0.010596
1000,18,F2,rel,D_IPL_l,-0.0094017
1014,19,F1,irrel,D_IPL_l,0.0412216
1028,19,F1,rel,D_IPL_l,0.0278321
1042,19,F2,D,D_IPL_l,-0.0877424
1056,19,F2,I,D_IPL_l,-0.0815689
1070,19,F2,irrel,D_IPL_l,0.107697
1084,19,F2,rel,D_IPL_l,0.045704
1098,21,F1,irrel,D_IPL_l,-0.025597
1112,21,F1,rel,D_IPL_l,0.0693779
1126,21,F2,D,D_IPL_l,-0.0870958
1140,21,F2,I,D_IPL_l,0.0544735
1154,21,F2,irrel,D_IPL_l,-0.00495407
1168,21,F2,rel,D_IPL_l,-0.0323841
1182,22,F1,irrel,D_IPL_l,0.0391512
1196,22,F1,rel,D_IPL_l,0.108956
1210,22,F2,D,D_IPL_l,-0.115811
1224,22,F2,I,D_IPL_l,0.0374778
1238,22,F2,irrel,D_IPL_l,-0.048411
1252,22,F2,rel,D_IPL_l,0.0368797
1266,23,F1,irrel,D_IPL_l,0.0180592
1280,23,F1,rel,D_IPL_l,0.0510201
1294,23,F2,D,D_IPL_l,-0.117009
1308,23,F2,I,D_IPL_l,0.0734603
1322,23,F2,irrel,D_IPL_l,0.00098267
1336,23,F2,rel,D_IPL_l,-0.0238946
1350,24,F1,irrel,D_IPL_l,0.0517514
1364,24,F1,rel,D_IPL_l,0.0217651
1378,24,F2,D,D_IPL_l,0.000596222
1392,24,F2,I,D_IPL_l,0.0346655
1406,24,F2,irrel,D_IPL_l,-0.031201
1420,24,F2,rel,D_IPL_l,-0.0238138
1434,25,F1,irrel,D_IPL_l,-0.0215799
1448,25,F1,rel,D_IPL_l,-0.0167264
1462,25,F2,D,D_IPL_l,-0.150468
1476,25,F2,I,D_IPL_l,-0.026541
1490,25,F2,irrel,D_IPL_l,-0.0185234
1504,25,F2,rel,D_IPL_l,-0.00376581
1518,26,F1,irrel,D_IPL_l,-0.0182115
1532,26,F1,rel,D_IPL_l,0.132778
1546,26,F2,D,D_IPL_l,-0.105354
1560,26,F2,I,D_IPL_l,-0.00166112
1574,26,F2,irrel,D_IPL_l,-0.0407182
1588,26,F2,rel,D_IPL_l,0.012586
1602,27,F1,irrel,D_IPL_l,0.0146926
1616,27,F1,rel,D_IPL_l,0.0156633
1630,27,F2,D,D_IPL_l,-0.0611487
1644,27,F2,I,D_IPL_l,0.0807642
1658,27,F2,irrel,D_IPL_l,-0.00985341
1672,27,F2,rel,D_IPL_l,0.0445892
1686,28,F1,irrel,D_IPL_l,0.0997519
1700,28,F1,rel,D_IPL_l,-0.0415472
1714,28,F2,D,D_IPL_l,-0.288075
1728,28,F2,I,D_IPL_l,0.0444886
1742,28,F2,irrel,D_IPL_l,-0.110863
1756,28,F2,rel,D_IPL_l,0.0578701
1770,29,F1,irrel,D_IPL_l,-0.0661675
1784,29,F1,rel,D_IPL_l,0.0191426
1798,29,F2,D,D_IPL_l,-0.0710853
1812,29,F2,I,D_IPL_l,0.0868492
1826,29,F2,irrel,D_IPL_l,-0.0430079
1840,29,F2,rel,D_IPL_l,0.0451208
1854,30,F1,irrel,D_IPL_l,0.0578526
1868,30,F1,rel,D_IPL_l,0.0232858
1882,30,F2,D,D_IPL_l,-0.0182625
1896,30,F2,I,D_IPL_l,0.017137
1910,30,F2,irrel,D_IPL_l,-0.0559902
1924,30,F2,rel,D_IPL_l,0.00522917
1938,31,F1,irrel,D_IPL_l,-0.0134292
1952,31,F1,rel,D_IPL_l,0.0130823
1966,31,F2,D,D_IPL_l,-0.0860663
1980,31,F2,I,D_IPL_l,0.0188858
1994,31,F2,irrel,D_IPL_l,-0.0282638
2008,31,F2,rel,D_IPL_l,-0.0500222
7,1,F1,irrel,D_precentral_l,0.0205403
21,1,F1,rel,D_precentral_l,0.0785234
35,1,F2,D,D_precentral_l,-0.0825143
49,1,F2,I,D_precentral_l,-0.00648153
63,1,F2,irrel,D_precentral_l,0.027859
77,1,F2,rel,D_precentral_l,0.0253979
91,2,F1,irrel,D_precentral_l,-0.0338683
105,2,F1,rel,D_precentral_l,0.0264688
119,2,F2,D,D_precentral_l,-0.0290872
133,2,F2,I,D_precentral_l,-0.0757199
147,2,F2,irrel,D_precentral_l,-0.0077687
161,2,F2,rel,D_precentral_l,-0.00446988
175,3,F1,irrel,D_precentral_l,0.00847517
189,3,F1,rel,D_precentral_l,0.00387259
203,3,F2,D,D_precentral_l,-0.0888011
217,3,F2,I,D_precentral_l,0.0259109
231,3,F2,irrel,D_precentral_l,0.0081602
245,3,F2,rel,D_precentral_l,-0.014998
259,4,F1,irrel,D_precentral_l,0.0424447
273,4,F1,rel,D_precentral_l,0.0569022
287,4,F2,D,D_precentral_l,-0.163473
301,4,F2,I,D_precentral_l,-0.0268258
315,4,F2,irrel,D_precentral_l,-0.0141082
329,4,F2,rel,D_precentral_l,-0.0525837
343,6,F1,irrel,D_precentral_l,0.00334406
357,6,F1,rel,D_precentral_l,0.0491821
371,6,F2,D,D_precentral_l,-0.0671096
385,6,F2,I,D_precentral_l,0.031209
399,6,F2,irrel,D_precentral_l,0.0692087
413,6,F2,rel,D_precentral_l,0.00886603
427,7,F1,irrel,D_precentral_l,-0.0377556
441,7,F1,rel,D_precentral_l,0.0221833
455,7,F2,D,D_precentral_l,-0.0578352
469,7,F2,I,D_precentral_l,-0.0301503
483,7,F2,irrel,D_precentral_l,-0.0299745
497,7,F2,rel,D_precentral_l,-0.0251026
511,9,F1,irrel,D_precentral_l,0.00854433
525,9,F1,rel,D_precentral_l,0.131373
539,9,F2,D,D_precentral_l,-0.0331269
553,9,F2,I,D_precentral_l,0.0411396
567,9,F2,irrel,D_precentral_l,0.000944708
581,9,F2,rel,D_precentral_l,0.0316844
595,10,F1,irrel,D_precentral_l,-0.0547555
609,10,F1,rel,D_precentral_l,0.0300443
623,10,F2,D,D_precentral_l,-0.171816
637,10,F2,I,D_precentral_l,-0.0479669
651,10,F2,irrel,D_precentral_l,-0.0714371
665,10,F2,rel,D_precentral_l,0.0488479
679,11,F1,irrel,D_precentral_l,0.0500102
693,11,F1,rel,D_precentral_l,0.0144164
707,11,F2,D,D_precentral_l,-0.102562
721,11,F2,I,D_precentral_l,0.0715064
735,11,F2,irrel,D_precentral_l,-0.0112444
749,11,F2,rel,D_precentral_l,0.0502623
763,15,F1,irrel,D_precentral_l,-0.000875602
777,15,F1,rel,D_precentral_l,-0.00723887
791,15,F2,D,D_precentral_l,-0.0352798
805,15,F2,I,D_precentral_l,0.028704
819,15,F2,irrel,D_precentral_l,-0.00921527
833,15,F2,rel,D_precentral_l,-0.051024
847,17,F1,irrel,D_precentral_l,-0.0206571
861,17,F1,rel,D_precentral_l,-0.0159755
875,17,F2,D,D_precentral_l,-0.289708
889,17,F2,I,D_precentral_l,-0.00115894
903,17,F2,irrel,D_precentral_l,0.0121714
917,17,F2,rel,D_precentral_l,-0.0139929
931,18,F1,irrel,D_precentral_l,0.0197325
945,18,F1,rel,D_precentral_l,0.024633
959,18,F2,D,D_precentral_l,-0.154683
973,18,F2,I,D_precentral_l,0.0435049
987,18,F2,irrel,D_precentral_l,-0.02562
1001,18,F2,rel,D_precentral_l,-0.00858561
1015,19,F1,irrel,D_precentral_l,0.0251715
1029,19,F1,rel,D_precentral_l,0.108723
1043,19,F2,D,D_precentral_l,-0.135192
1057,19,F2,I,D_precentral_l,-0.0868087
1071,19,F2,irrel,D_precentral_l,0.0894971
1085,19,F2,rel,D_precentral_l,0.00367102
1099,21,F1,irrel,D_precentral_l,-0.0555846
1113,21,F1,rel,D_precentral_l,0.078274
1127,21,F2,D,D_precentral_l,-0.10748
1141,21,F2,I,D_precentral_l,0.0821213
1155,21,F2,irrel,D_precentral_l,0.00285659
1169,21,F2,rel,D_precentral_l,-0.0431832
1183,22,F1,irrel,D_precentral_l,0.00269951
1197,22,F1,rel,D_precentral_l,0.0636839
1211,22,F2,D,D_precentral_l,0.00926166
1225,22,F2,I,D_precentral_l,0.0416366
1239,22,F2,irrel,D_precentral_l,-0.0120766
1253,22,F2,rel,D_precentral_l,0.0541069
1267,23,F1,irrel,D_precentral_l,0.00792426
1281,23,F1,rel,D_precentral_l,0.0790629
1295,23,F2,D,D_precentral_l,-0.102855
1309,23,F2,I,D_precentral_l,0.0102307
1323,23,F2,irrel,D_precentral_l,-0.0180536
1337,23,F2,rel,D_precentral_l,-0.0261067
1351,24,F1,irrel,D_precentral_l,-0.00512351
1365,24,F1,rel,D_precentral_l,0.0373599
1379,24,F2,D,D_precentral_l,-0.0223955
1393,24,F2,I,D_precentral_l,0.0505008
1407,24,F2,irrel,D_precentral_l,-0.0284179
1421,24,F2,rel,D_precentral_l,0.00706907
1435,25,F1,irrel,D_precentral_l,-0.0288571
1449,25,F1,rel,D_precentral_l,0.00521644
1463,25,F2,D,D_precentral_l,-0.136933
1477,25,F2,I,D_precentral_l,-0.0467668
1491,25,F2,irrel,D_precentral_l,-0.011351
1505,25,F2,rel,D_precentral_l,0.00757946
1519,26,F1,irrel,D_precentral_l,-0.0423984
1533,26,F1,rel,D_precentral_l,0.0934419
1547,26,F2,D,D_precentral_l,-0.077619
1561,26,F2,I,D_precentral_l,-0.00475327
1575,26,F2,irrel,D_precentral_l,0.00407634
1589,26,F2,rel,D_precentral_l,0.0346113
1603,27,F1,irrel,D_precentral_l,0.054342
1617,27,F1,rel,D_precentral_l,0.0202914
1631,27,F2,D,D_precentral_l,-0.0721007
1645,27,F2,I,D_precentral_l,0.0791252
1659,27,F2,irrel,D_precentral_l,-0.00352832
1673,27,F2,rel,D_precentral_l,0.0579677
1687,28,F1,irrel,D_precentral_l,0.0540861
1701,28,F1,rel,D_precentral_l,-0.00336476
1715,28,F2,D,D_precentral_l,-0.270556
1729,28,F2,I,D_precentral_l,0.029499
1743,28,F2,irrel,D_precentral_l,-0.133682
1757,28,F2,rel,D_precentral_l,0.0487031
1771,29,F1,irrel,D_precentral_l,-0.047598
1785,29,F1,rel,D_precentral_l,0.00319557
1799,29,F2,D,D_precentral_l,-0.0492196
1813,29,F2,I,D_precentral_l,0.0581153
1827,29,F2,irrel,D_precentral_l,-0.0275778
1841,29,F2,rel,D_precentral_l,0.0811024
1855,30,F1,irrel,D_precentral_l,0.0216025
1869,30,F1,rel,D_precentral_l,0.0475625
1883,30,F2,D,D_precentral_l,-0.0625684
1897,30,F2,I,D_precentral_l,0.0134625
1911,30,F2,irrel,D_precentral_l,-0.0603322
1925,30,F2,rel,D_precentral_l,0.0267781
1939,31,F1,irrel,D_precentral_l,-0.0274861
1953,31,F1,rel,D_precentral_l,0.0757512
1967,31,F2,D,D_precentral_l,-0.068263
1981,31,F2,I,D_precentral_l,-0.00343134
1995,31,F2,irrel,D_precentral_l,-0.00290711
2009,31,F2,rel,D_precentral_l,-0.0297668
8,1,F1,irrel,D_precuneus_l,0.0111834
22,1,F1,rel,D_precuneus_l,0.192199
36,1,F2,D,D_precuneus_l,-0.131806
50,1,F2,I,D_precuneus_l,-0.0600641
64,1,F2,irrel,D_precuneus_l,0.0377811
78,1,F2,rel,D_precuneus_l,0.041995
92,2,F1,irrel,D_precuneus_l,-0.206119
106,2,F1,rel,D_precuneus_l,-0.232407
120,2,F2,D,D_precuneus_l,-0.0550345
134,2,F2,I,D_precuneus_l,-0.229511
148,2,F2,irrel,D_precuneus_l,-0.060342
162,2,F2,rel,D_precuneus_l,0.0259985
176,3,F1,irrel,D_precuneus_l,0.0955324
190,3,F1,rel,D_precuneus_l,-0.0912805
204,3,F2,D,D_precuneus_l,-0.187002
218,3,F2,I,D_precuneus_l,-0.107662
232,3,F2,irrel,D_precuneus_l,0.0178475
246,3,F2,rel,D_precuneus_l,-0.0736124
260,4,F1,irrel,D_precuneus_l,0.093332
274,4,F1,rel,D_precuneus_l,0.135653
288,4,F2,D,D_precuneus_l,-0.341054
302,4,F2,I,D_precuneus_l,0.0201426
316,4,F2,irrel,D_precuneus_l,-0.0847429
330,4,F2,rel,D_precuneus_l,-0.10169
344,6,F1,irrel,D_precuneus_l,0.0564254
358,6,F1,rel,D_precuneus_l,0.188111
372,6,F2,D,D_precuneus_l,-0.177929
386,6,F2,I,D_precuneus_l,0.0238694
400,6,F2,irrel,D_precuneus_l,0.0707535
414,6,F2,rel,D_precuneus_l,0.060426
428,7,F1,irrel,D_precuneus_l,0.0131455
442,7,F1,rel,D_precuneus_l,-0.0160004
456,7,F2,D,D_precuneus_l,-0.139719
470,7,F2,I,D_precuneus_l,-0.0687001
484,7,F2,irrel,D_precuneus_l,-0.135045
498,7,F2,rel,D_precuneus_l,-0.118161
512,9,F1,irrel,D_precuneus_l,-0.121743
526,9,F1,rel,D_precuneus_l,0.178724
540,9,F2,D,D_precuneus_l,-0.102632
554,9,F2,I,D_precuneus_l,-0.0934819
568,9,F2,irrel,D_precuneus_l,0.113769
582,9,F2,rel,D_precuneus_l,-0.00526393
596,10,F1,irrel,D_precuneus_l,-0.114618
610,10,F1,rel,D_precuneus_l,0.050583
624,10,F2,D,D_precuneus_l,-0.112633
638,10,F2,I,D_precuneus_l,-0.1552
652,10,F2,irrel,D_precuneus_l,0.0170997
666,10,F2,rel,D_precuneus_l,-0.0776315
680,11,F1,irrel,D_precuneus_l,0.139514
694,11,F1,rel,D_precuneus_l,0.0221272
708,11,F2,D,D_precuneus_l,-0.153241
722,11,F2,I,D_precuneus_l,0.176469
736,11,F2,irrel,D_precuneus_l,-0.0652789
750,11,F2,rel,D_precuneus_l,0.151323
764,15,F1,irrel,D_precuneus_l,0.042612
778,15,F1,rel,D_precuneus_l,-0.0271679
792,15,F2,D,D_precuneus_l,-0.0230542
806,15,F2,I,D_precuneus_l,-0.00283768
820,15,F2,irrel,D_precuneus_l,-0.0523232
834,15,F2,rel,D_precuneus_l,-0.0617309
848,17,F1,irrel,D_precuneus_l,0.0117629
862,17,F1,rel,D_precuneus_l,0.0243638
876,17,F2,D,D_precuneus_l,-0.197512
890,17,F2,I,D_precuneus_l,-0.0147042
904,17,F2,irrel,D_precuneus_l,0.0379953
918,17,F2,rel,D_precuneus_l,-0.0262888
932,18,F1,irrel,D_precuneus_l,0.023963
946,18,F1,rel,D_precuneus_l,0.0344943
960,18,F2,D,D_precuneus_l,-0.293231
974,18,F2,I,D_precuneus_l,0.0971593
988,18,F2,irrel,D_precuneus_l,0.0454304
1002,18,F2,rel,D_precuneus_l,0.0732722
1016,19,F1,irrel,D_precuneus_l,-0.03617
1030,19,F1,rel,D_precuneus_l,0.0974292
1044,19,F2,D,D_precuneus_l,-0.202039
1058,19,F2,I,D_precuneus_l,-0.102352
1072,19,F2,irrel,D_precuneus_l,0.148892
1086,19,F2,rel,D_precuneus_l,0.0734935
1100,21,F1,irrel,D_precuneus_l,-0.00197545
1114,21,F1,rel,D_precuneus_l,0.0499232
1128,21,F2,D,D_precuneus_l,-0.0935709
1142,21,F2,I,D_precuneus_l,0.155332
1156,21,F2,irrel,D_precuneus_l,0.0112538
1170,21,F2,rel,D_precuneus_l,-0.0341793
1184,22,F1,irrel,D_precuneus_l,-0.0612334
1198,22,F1,rel,D_precuneus_l,0.136178
1212,22,F2,D,D_precuneus_l,-0.0733832
1226,22,F2,I,D_precuneus_l,-0.0162481
1240,22,F2,irrel,D_precuneus_l,-0.0348368
1254,22,F2,rel,D_precuneus_l,0.0215813
1268,23,F1,irrel,D_precuneus_l,0.00247899
1282,23,F1,rel,D_precuneus_l,0.0528512
1296,23,F2,D,D_precuneus_l,-0.285759
1310,23,F2,I,D_precuneus_l,-0.00528515
1324,23,F2,irrel,D_precuneus_l,-0.0296556
