onset	duration	trial_type
8.0315814	1	blueCue
41.44688	1	blueCue
57.3455585	1	blueCue
110.1648869	1	blueCue
134.172359	1	blueCue
156.6283151	1	blueCue
190.7541711	1	blueCue
223.0275985	1	blueCue
240.8012347	1	blueCue
305.4467532	1	blueCue
325.2798438	1	blueCue
