onset	duration	trial_type
8.035047	1	blueCue
26.7041292	1	blueCue
81.8710345	1	blueCue
99.6430684	1	blueCue
147.0001723	1	blueCue
167.3442649	1	blueCue
182.8771559	1	blueCue
198.4916891	1	blueCue
214.2578822	1	blueCue
279.0884361	1	blueCue
295.5240237	1	blueCue
310.2737062	1	blueCue
326.039218	1	blueCue
