onset	duration	trial_type	relevant_rank	irrelevant_rank	A
17.214598	2	F2	4.0	1.0	-0.982793723247329
39.2266986	2	F2	2.0	1.0	2.81984209919315
57.1619343	2	F2	3.0	2.0	2.35619449019235
72.4942606	2	F2	1.0	3.0	2.35619449019235
91.1784753	2	F2	2.0	1.0	-0.785398163397448
116.0753053	2	F2	4.0	3.0	0.463647609000806
133.0202792	2	F2	4.0	2.0	2.03444393579570
152.8066588	2	F2	3.0	4.0	2.03444393579570
175.5052072	2	F2	4.0	1.0	2.35619449019235
191.5375385	2	F2	4.0	2.0	-0.321750554396642
209.0127158	2	F2	4.0	1.0	2.03444393579570
230.4018825	2	F2	3.0	4.0	0.321750554396642
254.1669792	2	F2	4.0	1.0	2.35619449019235
275.1784637	2	F2	3.0	1.0	2.03444393579570
297.8012209	2	F2	3.0	3.0	-2.35619449019235
316.9201494	2	F2	1.0	1.0	-2.15879893034246
331.7350402	2	F2	3.0	3.0	2.35619449019235
348.852074	2	F2	4.0	4.0	0.982793723247329
369.0388767	2	F2	2.0	3.0	2.35619449019235
386.9578227	2	F2	2.0	4.0	1.89254688119154
