onset	duration	trial_type	relevant_rank	irrelevant_rank	A
17.4058841	2	F2	4.0	3.0	-0.463647609000806
34.4227673	2	F2	4.0	1.0	2.67794504458899
51.012118	2	F2	2.0	2.0	2.35619449019235
66.211645	2	F2	1.0	2.0	2.67794504458899
84.6770092	2	F2	3.0	4.0	0.785398163397448
100.4259267	2	F2	1.0	4.0	-0.463647609000806
122.4435169	2	F2	4.0	3.0	0.588002603547568
148.4360766	2	F2	1.0	4.0	2.55359005004223
167.3549418	2	F2	3.0	1.0	-0.785398163397448
182.7710038	2	F2	3.0	1.0	2.81984209919315
201.2696115	2	F2	4.0	1.0	-1.24904577239825
215.9866966	2	F2	4.0	2.0	2.35619449019235
232.603214	2	F2	4.0	4.0	0.463647609000806
251.5335705	2	F2	1.0	1.0	-2.67794504458899
266.4328168	2	F2	2.0	3.0	-2.03444393579570
281.4518616	2	F2	2.0	4.0	-1.10714871779409
296.7005429	2	F2	4.0	2.0	0.785398163397448
316.7371186	2	F2	4.0	1.0	-0.321750554396642
336.3566675	2	F2	1.0	2.0	2.35619449019235
351.9437143	2	F2	3.0	1.0	2.67794504458899
