onset	duration	trial_type	relevant_rank	irrelevant_rank	A
17.9806136	2	F2	1.0	1.0	-2.03444393579570
37.7284209	2	F2	4.0	4.0	0.321750554396642
60.8180387	2	F2	3.0	2.0	2.35619449019235
75.8996417	2	F2	4.0	2.0	-0.588002603547568
90.6145664	2	F2	3.0	3.0	1.10714871779409
105.4634361	2	F2	4.0	1.0	2.15879893034246
121.8577749	2	F2	2.0	4.0	0.321750554396642
146.0559	2	F2	4.0	2.0	2.35619449019235
171.0378071	2	F2	2.0	1.0	-2.35619449019235
192.4363307	2	F2	1.0	3.0	-0.785398163397448
208.3187873	2	F2	3.0	2.0	-2.35619449019235
230.6706325	2	F2	3.0	3.0	0.463647609000806
247.0870186	2	F2	2.0	3.0	-0.785398163397448
262.6356465	2	F2	4.0	1.0	2.35619449019235
279.5191445	2	F2	1.0	2.0	-2.55359005004223
298.0134295	2	F2	2.0	2.0	-2.03444393579570
313.4031088	2	F2	2.0	3.0	-1.10714871779409
332.7557836	2	F2	1.0	3.0	2.35619449019235
351.9099996	2	F2	3.0	3.0	2.03444393579570
367.4756903	2	F2	2.0	2.0	-2.67794504458899
