onset	duration	trial_type	relevant_rank	irrelevant_rank	A
18.7595894	2	F2	1.0	3.0	-2.35619449019235
38.5574555	2	F2	4.0	2.0	-0.463647609000806
60.2344721	2	F2	2.0	2.0	2.67794504458899
76.4843429	2	F2	1.0	4.0	-1.10714871779409
93.5874019	2	F2	4.0	1.0	-0.785398163397448
108.9364944	2	F2	1.0	4.0	2.81984209919315
128.8192418	2	F2	2.0	3.0	0.463647609000806
150.3742308	2	F2	2.0	1.0	-2.67794504458899
168.3334156	2	F2	4.0	2.0	1.24904577239825
185.9101765	2	F2	1.0	2.0	-1.10714871779409
201.4641798	2	F2	4.0	4.0	1.24904577239825
224.1975331	2	F2	1.0	3.0	-0.463647609000806
250.6614012	2	F2	2.0	3.0	0.785398163397448
267.1268791	2	F2	2.0	1.0	-2.35619449019235
289.7088418	2	F2	3.0	2.0	-2.67794504458899
305.7621616	2	F2	2.0	1.0	-2.35619449019235
323.0129688	2	F2	4.0	3.0	-0.785398163397448
340.0629933	2	F2	3.0	1.0	-0.982793723247329
355.5117407	2	F2	1.0	1.0	-2.35619449019235
371.0371809	2	F2	4.0	2.0	2.67794504458899
