onset	duration	trial_type
8.0339407	1	whiteCue
24.666962	1	whiteCue
41.8486746	1	whiteCue
57.7610056	1	whiteCue
75.647073	1	whiteCue
94.2138665	1	whiteCue
112.9330291	1	whiteCue
131.0100858	1	whiteCue
148.0091001	1	whiteCue
167.2249747	1	whiteCue
187.7404106	1	whiteCue
206.3422806	1	whiteCue
221.9416075	1	whiteCue
237.3064175	1	whiteCue
252.9386317	1	whiteCue
268.1705422	1	whiteCue
283.0186407	1	whiteCue
301.9214021	1	whiteCue
322.082643	1	whiteCue
338.3744394	1	whiteCue
