0,45,90,135,180,225,270,315
0.0000,8.6314,2.1971,6.5226,9.6027,3.1241,4.5332,1.7038
8.6314,0.0000,11.1561,17.8192,25.1460,11.6742,12.3428,7.8199
2.1971,11.1561,0.0000,4.3843,7.7245,2.2930,3.6622,3.2561
6.5226,17.8192,4.3843,0.0000,11.2945,3.9775,4.6919,7.4777
9.6027,25.1460,7.7245,11.2945,0.0000,13.4479,12.7872,10.9176
3.1241,11.6742,2.2930,3.9775,13.4479,0.0000,4.2808,3.4801
4.5332,12.3428,3.6622,4.6919,12.7872,4.2808,0.0000,5.4081
1.7038,7.8199,3.2561,7.4777,10.9176,3.4801,5.4081,0.0000
