0,45,90,135,180,225,270,315
0.0000,4.9826,1.6773,0.8356,2.0027,4.1939,5.8347,1.3956
4.9826,0.0000,3.3111,6.7149,4.1245,6.9769,15.1108,3.1543
1.6773,3.3111,0.0000,2.5206,2.1283,2.8646,7.3006,0.5580
0.8356,6.7149,2.5206,0.0000,2.9325,5.2008,6.1128,2.3286
2.0027,4.1245,2.1283,2.9325,0.0000,2.5787,6.6155,1.2359
4.1939,6.9769,2.8646,5.2008,2.5787,0.0000,5.8945,2.6187
5.8347,15.1108,7.3006,6.1128,6.6155,5.8945,0.0000,6.7522
1.3956,3.1543,0.5580,2.3286,1.2359,2.6187,6.7522,0.0000
