0,45,90,135,180,225,270
0.0000,51.0591,47.8283,21.4519,36.7718,40.1769,110.8929
51.0591,0.0000,52.7335,54.1818,80.5417,53.3265,115.6512
47.8283,52.7335,0.0000,63.5496,52.4063,54.7362,110.5023
21.4519,54.1818,63.5496,0.0000,74.4996,69.5655,85.8971
36.7718,80.5417,52.4063,74.4996,0.0000,34.6006,128.9421
40.1769,53.3265,54.7362,69.5655,34.6006,0.0000,112.3792
110.8929,115.6512,110.5023,85.8971,128.9421,112.3792,0.0000
