0,45,90,135,180,225,270,315
0.0000,1.3937,1.7703,2.2048,1.3647,1.5621,2.8929,0.5855
1.3937,0.0000,2.3516,2.9585,1.5123,3.1740,3.8395,2.4211
1.7703,2.3516,0.0000,1.5371,3.7798,1.9463,1.7264,2.2446
2.2048,2.9585,1.5371,0.0000,2.9360,4.1287,4.7998,2.3284
1.3647,1.5123,3.7798,2.9360,0.0000,5.0844,6.4920,1.6559
1.5621,3.1740,1.9463,4.1287,5.0844,0.0000,1.5864,2.0335
2.8929,3.8395,1.7264,4.7998,6.4920,1.5864,0.0000,3.5202
0.5855,2.4211,2.2446,2.3284,1.6559,2.0335,3.5202,0.0000
