0,45,90,135,180,225,270,315
0.0000,1.0169,0.5536,0.6820,1.6478,1.9202,1.8562,0.4657
1.0169,0.0000,0.7949,1.3900,1.4812,1.5533,1.4933,1.0509
0.5536,0.7949,0.0000,0.6825,0.9309,0.9385,0.9747,0.4441
0.6820,1.3900,0.6825,0.0000,1.9830,1.2839,1.7034,0.6560
1.6478,1.4812,0.9309,1.9830,0.0000,1.2940,1.1850,1.3316
1.9202,1.5533,0.9385,1.2839,1.2940,0.0000,1.0675,1.3958
1.8562,1.4933,0.9747,1.7034,1.1850,1.0675,0.0000,1.1768
0.4657,1.0509,0.4441,0.6560,1.3316,1.3958,1.1768,0.0000
