0,45,90,135,180,225,270,315
0.0000,7.3794,5.2158,4.0334,7.8959,4.4011,2.4131,2.5837
7.3794,0.0000,13.0047,4.4639,10.9812,5.6688,7.5150,5.2495
5.2158,13.0047,0.0000,9.3266,13.6339,4.6405,6.8292,6.9937
4.0334,4.4639,9.3266,0.0000,9.7453,6.2577,5.6824,2.9897
7.8959,10.9812,13.6339,9.7453,0.0000,9.7332,5.4852,7.0074
4.4011,5.6688,4.6405,6.2577,9.7332,0.0000,4.5369,5.3043
2.4131,7.5150,6.8292,5.6824,5.4852,4.5369,0.0000,2.9986
2.5837,5.2495,6.9937,2.9897,7.0074,5.3043,2.9986,0.0000
