0,45,90,135,180,225,270,315
0.0000,2.6330,1.4771,0.6857,0.7797,0.6452,1.0130,1.7692
2.6330,0.0000,0.3865,1.2912,2.5611,1.4123,5.5082,0.6687
1.4771,0.3865,0.0000,0.6065,1.4430,0.5607,3.5943,0.3045
0.6857,1.2912,0.6065,0.0000,0.4938,0.4770,1.8789,0.5643
0.7797,2.5611,1.4430,0.4938,0.0000,0.7837,1.2025,1.1532
0.6452,1.4123,0.5607,0.4770,0.7837,0.0000,1.8987,0.6032
1.0130,5.5082,3.5943,1.8789,1.2025,1.8987,0.0000,3.5440
1.7692,0.6687,0.3045,0.5643,1.1532,0.6032,3.5440,0.0000
