0,45,90,135,180,225,270,315
0.0000,5.2693,3.8977,2.8243,1.7852,5.3781,7.0159,7.5360
5.2693,0.0000,4.9204,6.5546,3.3688,8.3822,15.8544,3.7136
3.8977,4.9204,0.0000,8.8852,2.8575,4.9706,11.0703,4.6787
2.8243,6.5546,8.8852,0.0000,3.4095,10.8799,6.0454,8.6448
1.7852,3.3688,2.8575,3.4095,0.0000,5.8965,8.5058,4.5419
5.3781,8.3822,4.9706,10.8799,5.8965,0.0000,14.0845,7.3543
7.0159,15.8544,11.0703,6.0454,8.5058,14.0845,0.0000,13.9081
7.5360,3.7136,4.6787,8.6448,4.5419,7.3543,13.9081,0.0000
