0,45,90,135,180,225,270,315
0.0000,3.2966,2.0691,0.5710,1.0925,2.1409,1.4640,2.5861
3.2966,0.0000,0.7730,2.0525,6.4929,1.0444,1.4518,1.0359
2.0691,0.7730,0.0000,1.0001,4.6692,0.4284,0.4272,0.2478
0.5710,2.0525,1.0001,0.0000,2.1320,1.0724,0.8283,1.2689
1.0925,6.4929,4.6692,2.1320,0.0000,4.1963,3.4046,4.9008
2.1409,1.0444,0.4284,1.0724,4.1963,0.0000,0.6979,0.5819
1.4640,1.4518,0.4272,0.8283,3.4046,0.6979,0.0000,0.4925
2.5861,1.0359,0.2478,1.2689,4.9008,0.5819,0.4925,0.0000
