0,45,90,135,180,225,270,315
0.0000,2.3110,1.3925,0.4430,2.1692,2.2128,1.1361,0.7148
2.3110,0.0000,0.9810,1.7077,2.1835,5.8196,1.6267,2.1116
1.3925,0.9810,0.0000,1.2679,1.2396,4.4055,0.8329,0.9514
0.4430,1.7077,1.2679,0.0000,1.8257,2.6793,0.9453,0.8444
2.1692,2.1835,1.2396,1.8257,0.0000,6.1497,1.2215,1.7993
2.2128,5.8196,4.4055,2.6793,6.1497,0.0000,4.3356,2.8914
1.1361,1.6267,0.8329,0.9453,1.2215,4.3356,0.0000,1.2594
0.7148,2.1116,0.9514,0.8444,1.7993,2.8914,1.2594,0.0000
