0,45,90,135,180,225,270,315
0.0000,0.7190,0.6097,0.2785,0.9725,0.6237,0.3720,0.2305
0.7190,0.0000,1.2343,1.4198,2.2633,1.0803,1.1629,0.9149
0.6097,1.2343,0.0000,0.8045,0.9588,1.2248,0.7267,0.9176
0.2785,1.4198,0.8045,0.0000,0.6262,0.8989,0.5089,0.5473
0.9725,2.2633,0.9588,0.6262,0.0000,1.5067,1.1878,1.4845
0.6237,1.0803,1.2248,0.8989,1.5067,0.0000,0.8829,0.6533
0.3720,1.1629,0.7267,0.5089,1.1878,0.8829,0.0000,0.4986
0.2305,0.9149,0.9176,0.5473,1.4845,0.6533,0.4986,0.0000
