0,45,90,135,180,225,270,315
0.0000,1.8514,4.1215,1.1678,2.2596,4.2383,3.0602,1.4819
1.8514,0.0000,4.2017,2.1899,4.1456,3.0864,2.9545,1.0268
4.1215,4.2017,0.0000,4.2199,9.0704,4.6422,2.2370,3.6146
1.1678,2.1899,4.2199,0.0000,3.2525,2.9343,4.2125,2.2630
2.2596,4.1456,9.0704,3.2525,0.0000,8.6459,6.9036,3.3763
4.2383,3.0864,4.6422,2.9343,8.6459,0.0000,5.0343,3.3852
3.0602,2.9545,2.2370,4.2125,6.9036,5.0343,0.0000,1.6223
1.4819,1.0268,3.6146,2.2630,3.3763,3.3852,1.6223,0.0000
