0,45,90,135,180,225,270,315
0.0000,0.2698,0.1990,0.2244,0.2260,0.1934,0.6687,0.2231
0.2698,0.0000,0.4794,0.5036,0.5625,0.5685,0.9549,0.2753
0.1990,0.4794,0.0000,0.5790,0.5842,0.3938,1.1698,0.2715
0.2244,0.5036,0.5790,0.0000,0.2399,0.3423,0.3644,0.5022
0.2260,0.5625,0.5842,0.2399,0.0000,0.2103,0.4817,0.5630
0.1934,0.5685,0.3938,0.3423,0.2103,0.0000,0.5563,0.4566
0.6687,0.9549,1.1698,0.3644,0.4817,0.5563,0.0000,0.7911
0.2231,0.2753,0.2715,0.5022,0.5630,0.4566,0.7911,0.0000
