0,45,90,135,180,225,270,315
0.0000,1.0740,0.1784,0.7720,0.4364,0.2846,0.2314,0.4586
1.0740,0.0000,0.8787,0.7799,1.3247,0.9019,1.5029,0.9386
0.1784,0.8787,0.0000,0.4446,0.4873,0.2689,0.4495,0.3559
0.7720,0.7799,0.4446,0.0000,0.9413,0.6628,1.2943,0.4478
0.4364,1.3247,0.4873,0.9413,0.0000,0.6367,0.4162,0.7861
0.2846,0.9019,0.2689,0.6628,0.6367,0.0000,0.5411,0.3362
0.2314,1.5029,0.4495,1.2943,0.4162,0.5411,0.0000,0.7941
0.4586,0.9386,0.3559,0.4478,0.7861,0.3362,0.7941,0.0000
