"","seq","blockrb","sub","RT","resp","correct","D","I","E","Manhatton","F1_relevant_rank","F1_irrelevant_rank","F2_relevant_rank","F2_irrelevant_rank","rel","irrel","diag1","diag2","diagdiff"
"1642",1642,5,21,1.429535,1,1,1,3,3.1623,4,3,1,4,4,1,3,4.242641,1.414214,2.8284
"1643",1643,5,21,0.4127933,1,1,2,2,2.8284,4,1,4,3,2,2,-2,3.535534,3.535534,0
"1644",1644,5,21,0.7718279,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"1645",1645,5,21,0.6189129,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"1646",1646,5,21,0.4759076,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242641,3.535534,0.7071
"1647",1647,5,21,0.3626868,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854,2.828427,2.8284
"1648",1648,5,21,1.489047,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"1649",1649,5,21,0.3628941,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"1650",1650,5,21,0.5198138,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"1651",1651,5,21,0.3500005,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.12132,3.535534,1.4142
"1652",1652,5,21,0.3720827,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"1653",1653,5,21,1.361326,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"1654",1654,5,21,0.9179989,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"1655",1655,5,21,0.4187594,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414214,4.949747,3.5355
"1656",1656,5,21,1.208287,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"1657",1657,5,21,0.4848199,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"1658",1658,5,21,1.686495,2,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242641,4.242641,0
"1659",1659,5,21,0.3883012,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"1660",1660,5,21,1.3647,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"1661",1661,6,21,1.51658,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427,4.949747,2.1213
"1662",1662,6,21,1.861684,2,1,1,1,1.4142,2,3,2,4,3,1,1,3.535534,2.12132,1.4142
"1663",1663,6,21,0.4795546,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"1664",1664,6,21,1.113555,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"1665",1665,6,21,1.540241,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"1666",1666,6,21,0.3740038,2,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535534,4.242641,0.7071
"1667",1667,6,21,0.3358623,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"1668",1668,6,21,0.4685939,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"1669",1669,6,21,1.106779,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"1670",1670,6,21,0.5254584,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"1671",1671,6,21,0.7255969,2,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"1672",1672,6,21,0.3874524,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"1673",1673,6,21,1.159467,2,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535534,4.242641,0.7071
"1674",1674,6,21,1.249274,1,1,1,2,2.2361,3,3,1,4,3,1,2,4.242641,2.12132,2.1213
"1675",1675,6,21,0.535463,2,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414214,5.656854,4.2426
"1676",1676,6,21,0.3205012,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"1677",1677,6,21,0.6892528,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242641,2.828427,1.4142
"1678",1678,6,21,1.128523,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"1679",1679,6,21,0.4868882,2,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427,4.242641,1.4142
"1680",1680,6,21,0.3686772,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"1681",1681,1,22,2.000105,NA,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427,3.535534,0.7071
"1682",1682,1,22,2.000051,NA,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"1683",1683,1,22,1.024302,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535534,3.535534,0
"1684",1684,1,22,1.690896,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"1685",1685,1,22,1.594228,1,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747,4.949747,0
"1686",1686,1,22,2.000064,NA,1,2,1,2.2361,3,2,2,4,3,2,1,4.242641,2.12132,2.1213
"1687",1687,1,22,1.45367,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"1688",1688,1,22,1.74334,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427,2.12132,0.7071
"1689",1689,1,22,1.111797,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"1690",1690,1,22,0.9191878,1,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242641,2.828427,1.4142
"1691",1691,1,22,2.00016,NA,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242641,3.535534,0.7071
"1692",1692,1,22,2.000409,NA,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"1693",1693,1,22,1.7604,1,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535534,3.535534,0
"1694",1694,1,22,0.9602737,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747,4.242641,0.7071
"1695",1695,1,22,0.7627281,2,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414214,2.828427,1.4142
"1696",1696,1,22,1.367542,1,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.12132,5.656854,3.5355
"1697",1697,1,22,1.418296,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"1698",1698,1,22,0.7810553,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"1699",1699,1,22,2.000118,NA,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"1700",1700,1,22,1.134785,2,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242641,2.828427,1.4142
"1701",1701,2,22,2.000009,NA,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427,2.12132,0.7071
"1702",1702,2,22,0.6216885,2,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427,3.535534,0.7071
"1703",1703,2,22,0.7570107,1,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"1704",1704,2,22,0.9675747,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"1705",1705,2,22,0.5452659,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747,2.12132,2.8284
"1706",1706,2,22,1.21102,1,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242641,3.535534,0.7071
"1707",1707,2,22,0.3376807,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"1708",1708,2,22,0.5914583,2,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427,3.535534,0.7071
"1709",1709,2,22,1.029496,1,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242641,4.242641,0
"1710",1710,2,22,1.007175,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"1711",1711,2,22,0.9987246,2,1,1,3,3.1623,4,3,4,4,1,1,-3,2.12132,3.535534,1.4142
"1712",1712,2,22,1.277445,1,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427,2.828427,0
"1713",1713,2,22,1.093001,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535534,1.414214,2.1213
"1714",1714,2,22,0.9705685,1,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"1715",1715,2,22,0.6821959,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414214,3.535534,2.1213
"1716",1716,2,22,0.483669,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.12132,2.828427,0.7071
"1717",1717,2,22,0.8516061,1,1,1,1,1.4142,2,3,1,4,2,1,1,4.242641,2.828427,1.4142
"1718",1718,2,22,0.3959176,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747,3.535534,1.4142
"1719",1719,2,22,1.012072,1,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747,4.949747,0
"1720",1720,2,22,1.112529,1,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535534,4.242641,0.7071
"1721",1721,3,22,1.351071,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"1722",1722,3,22,1.115686,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"1723",1723,3,22,0.4027953,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"1724",1724,3,22,0.8169039,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"1725",1725,3,22,1.387371,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427,4.242641,1.4142
"1726",1726,3,22,1.248044,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242641,5.656854,1.4142
"1727",1727,3,22,0.5219776,1,1,3,3,4.2426,6,1,1,4,4,3,3,5.656854,1.414214,4.2426
"1728",1728,3,22,1.623474,1,1,1,1,1.4142,2,1,4,2,3,1,-1,3.535534,3.535534,0
"1729",1729,3,22,0.9502436,2,2,2,3,3.6056,5,3,1,1,4,-2,3,4.242641,3.535534,0.7071
"1730",1730,3,22,1.898565,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"1731",1731,3,22,0.8055907,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"1732",1732,3,22,1.361711,1,1,2,1,2.2361,3,2,1,4,2,2,1,4.949747,2.828427,2.1213
"1733",1733,3,22,1.549473,1,2,1,3,3.1623,4,2,1,1,4,-1,3,4.949747,3.535534,1.4142
"1734",1734,3,22,1.791489,1,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535534,3.535534,0
"1735",1735,3,22,0.2804146,2,2,3,1,3.1623,4,4,4,1,3,-3,-1,1.414214,4.242641,2.8284
"1736",1736,3,22,1.060883,1,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"1737",1737,3,22,1.206551,1,2,2,2,2.8284,4,4,1,2,3,-2,2,3.535534,3.535534,0
"1738",1738,3,22,1.695108,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"1739",1739,3,22,1.198914,1,2,1,1,1.4142,2,3,3,2,4,-1,1,2.828427,2.828427,0
"1740",1740,3,22,0.2310388,2,2,1,1,1.4142,2,4,3,3,4,-1,1,2.12132,2.12132,0
"1741",1741,4,22,0.54791,2,2,1,1,1.4142,2,2,4,1,3,-1,-1,2.828427,4.242641,1.4142
"1742",1742,4,22,1.060091,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"1743",1743,4,22,0.4871164,2,2,2,1,2.2361,3,4,1,2,2,-2,1,3.535534,4.242641,0.7071
"1744",1744,4,22,1.483952,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427,3.535534,0.7071
"1745",1745,4,22,0.8308992,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"1746",1746,4,22,0.2535179,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.12132,3.535534,1.4142
"1747",1747,4,22,0.395576,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854,3.535534,2.1213
"1748",1748,4,22,0.5955261,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427,4.949747,2.1213
"1749",1749,4,22,0.5936142,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854,2.828427,2.8284
"1750",1750,4,22,0.7361909,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"1751",1751,4,22,0.3557427,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242641,1.414214,2.8284
"1752",1752,4,22,1.319765,1,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747,4.242641,0.7071
"1753",1753,4,22,0.4667984,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747,3.535534,1.4142
"1754",1754,4,22,1.389366,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"1755",1755,4,22,0.6365082,2,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414214,3.535534,2.1213
"1756",1756,4,22,0.347527,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"1757",1757,4,22,1.015138,1,1,1,1,1.4142,2,3,4,4,3,1,-1,2.12132,2.12132,0
"1758",1758,4,22,0.9405032,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"1759",1759,4,22,1.188342,2,2,2,2,2.8284,4,3,3,1,1,-2,-2,2.828427,5.656854,2.8284
"1760",1760,4,22,1.800154,1,1,1,2,2.2361,3,3,4,4,2,1,-2,2.12132,2.828427,0.7071
"1761",1761,5,22,0.9756153,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"1762",1762,5,22,1.234412,1,1,1,3,3.1623,4,3,1,4,4,1,3,4.242641,1.414214,2.8284
"1763",1763,5,22,0.8902662,1,1,2,2,2.8284,4,1,4,3,2,2,-2,3.535534,3.535534,0
"1764",1764,5,22,0.5619089,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"1765",1765,5,22,0.4573407,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"1766",1766,5,22,0.2352539,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242641,3.535534,0.7071
"1767",1767,5,22,0.2826265,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854,2.828427,2.8284
"1768",1768,5,22,0.8979143,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"1769",1769,5,22,0.331285,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"1770",1770,5,22,1.063585,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"1771",1771,5,22,0.5432709,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.12132,3.535534,1.4142
"1772",1772,5,22,0.7414205,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"1773",1773,5,22,1.060443,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"1774",1774,5,22,0.920977,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"1775",1775,5,22,0.1348626,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414214,4.949747,3.5355
"1776",1776,5,22,0.6855942,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"1777",1777,5,22,0.2176223,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"1778",1778,5,22,1.13236,1,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242641,4.242641,0
"1779",1779,5,22,0.4572858,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"1780",1780,5,22,0.6199992,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"1781",1781,6,22,1.295636,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427,4.949747,2.1213
"1782",1782,6,22,1.098244,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535534,2.12132,1.4142
"1783",1783,6,22,0.0997209,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"1784",1784,6,22,0.7832807,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"1785",1785,6,22,0.8898736,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"1786",1786,6,22,0.4904581,1,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535534,4.242641,0.7071
"1787",1787,6,22,0.4369848,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"1788",1788,6,22,0.2827904,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"1789",1789,6,22,1.336603,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"1790",1790,6,22,0.5481141,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"1791",1791,6,22,0.5092781,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"1792",1792,6,22,0.3307771,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"1793",1793,6,22,0.6736042,2,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535534,4.242641,0.7071
"1794",1794,6,22,1.017807,1,1,1,2,2.2361,3,3,1,4,3,1,2,4.242641,2.12132,2.1213
"1795",1795,6,22,0.3507589,2,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414214,5.656854,4.2426
"1796",1796,6,22,0.8089377,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"1797",1797,6,22,1.225799,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242641,2.828427,1.4142
"1798",1798,6,22,1.026926,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"1799",1799,6,22,0.2262051,2,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427,4.242641,1.4142
"1800",1800,6,22,0.1402972,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"1801",1801,1,23,2.000147,NA,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427,3.535534,0.7071
"1802",1802,1,23,0.8426849,2,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"1803",1803,1,23,0.8516567,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535534,3.535534,0
"1804",1804,1,23,1.644098,1,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"1805",1805,1,23,0.6200222,1,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747,4.949747,0
"1806",1806,1,23,1.426577,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242641,2.12132,2.1213
"1807",1807,1,23,1.595599,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"1808",1808,1,23,1.644639,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427,2.12132,0.7071
"1809",1809,1,23,0.7567521,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"1810",1810,1,23,0.8660734,1,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242641,2.828427,1.4142
"1811",1811,1,23,1.905075,1,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242641,3.535534,0.7071
"1812",1812,1,23,1.246111,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"1813",1813,1,23,1.638578,2,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535534,3.535534,0
"1814",1814,1,23,0.3910592,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747,4.242641,0.7071
"1815",1815,1,23,0.6566987,2,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414214,2.828427,1.4142
"1816",1816,1,23,1.866259,2,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.12132,5.656854,3.5355
"1817",1817,1,23,1.596812,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"1818",1818,1,23,0.3041866,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"1819",1819,1,23,1.965079,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"1820",1820,1,23,1.852773,2,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242641,2.828427,1.4142
"1821",1821,2,23,1.211393,1,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427,2.12132,0.7071
"1822",1822,2,23,1.75979,1,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427,3.535534,0.7071
"1823",1823,2,23,2.000265,NA,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"1824",1824,2,23,1.592862,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"1825",1825,2,23,0.3224028,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747,2.12132,2.8284
"1826",1826,2,23,1.706243,2,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242641,3.535534,0.7071
"1827",1827,2,23,0.336161,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"1828",1828,2,23,0.1094187,2,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427,3.535534,0.7071
"1829",1829,2,23,1.456083,2,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242641,4.242641,0
"1830",1830,2,23,1.831926,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"1831",1831,2,23,2.000151,NA,1,1,3,3.1623,4,3,4,4,1,1,-3,2.12132,3.535534,1.4142
"1832",1832,2,23,1.828217,1,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427,2.828427,0
"1833",1833,2,23,0.9565593,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535534,1.414214,2.1213
"1834",1834,2,23,1.695178,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"1835",1835,2,23,0.5910565,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414214,3.535534,2.1213
"1836",1836,2,23,0.6630309,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.12132,2.828427,0.7071
"1837",1837,2,23,1.716579,1,1,1,1,1.4142,2,3,1,4,2,1,1,4.242641,2.828427,1.4142
"1838",1838,2,23,0.4132772,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747,3.535534,1.4142
"1839",1839,2,23,2.000076,NA,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747,4.949747,0
"1840",1840,2,23,1.954245,1,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535534,4.242641,0.7071
"1841",1841,3,23,0.8645784,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"1842",1842,3,23,1.714926,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"1843",1843,3,23,0.6809937,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"1844",1844,3,23,2.000425,NA,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"1845",1845,3,23,1.631101,1,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427,4.242641,1.4142
"1846",1846,3,23,1.28318,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242641,5.656854,1.4142
"1847",1847,3,23,0.3486499,1,1,3,3,4.2426,6,1,1,4,4,3,3,5.656854,1.414214,4.2426
"1848",1848,3,23,0.682637,1,1,1,1,1.4142,2,1,4,2,3,1,-1,3.535534,3.535534,0
"1849",1849,3,23,1.589022,1,2,2,3,3.6056,5,3,1,1,4,-2,3,4.242641,3.535534,0.7071
"1850",1850,3,23,1.354692,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"1851",1851,3,23,0.4676495,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"1852",1852,3,23,2.000053,NA,1,2,1,2.2361,3,2,1,4,2,2,1,4.949747,2.828427,2.1213
"1853",1853,3,23,1.257108,1,2,1,3,3.1623,4,2,1,1,4,-1,3,4.949747,3.535534,1.4142
"1854",1854,3,23,2.000051,NA,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535534,3.535534,0
"1855",1855,3,23,0.4971214,2,2,3,1,3.1623,4,4,4,1,3,-3,-1,1.414214,4.242641,2.8284
"1856",1856,3,23,1.180205,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"1857",1857,3,23,0.6702739,2,2,2,2,2.8284,4,4,1,2,3,-2,2,3.535534,3.535534,0
"1858",1858,3,23,2.000059,NA,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"1859",1859,3,23,1.219058,2,2,1,1,1.4142,2,3,3,2,4,-1,1,2.828427,2.828427,0
"1860",1860,3,23,0.7769269,2,2,1,1,1.4142,2,4,3,3,4,-1,1,2.12132,2.12132,0
"1861",1861,4,23,1.362015,1,2,1,1,1.4142,2,2,4,1,3,-1,-1,2.828427,4.242641,1.4142
"1862",1862,4,23,1.249969,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"1863",1863,4,23,0.3250236,2,2,2,1,2.2361,3,4,1,2,2,-2,1,3.535534,4.242641,0.7071
"1864",1864,4,23,1.320766,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427,3.535534,0.7071
"1865",1865,4,23,0.667556,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"1866",1866,4,23,0.630799,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.12132,3.535534,1.4142
"1867",1867,4,23,0.4518344,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854,3.535534,2.1213
"1868",1868,4,23,0.4107931,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427,4.949747,2.1213
"1869",1869,4,23,0.5510658,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854,2.828427,2.8284
"1870",1870,4,23,1.043614,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"1871",1871,4,23,0.3427114,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242641,1.414214,2.8284
"1872",1872,4,23,1.353023,2,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747,4.242641,0.7071
"1873",1873,4,23,0.3864322,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747,3.535534,1.4142
"1874",1874,4,23,1.212535,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"1875",1875,4,23,0.584894,2,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414214,3.535534,2.1213
"1876",1876,4,23,0.9338491,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"1877",1877,4,23,1.935187,2,1,1,1,1.4142,2,3,4,4,3,1,-1,2.12132,2.12132,0
