"","seq","blockw","sub","RT","resp","correct","D1","D2","E","Manhatton","F1_relevant_rank","F1_irrelevant_rank","F2_relevant_rank","F2_irrelevant_rank","rel1","rel2","diag1","diag2","chooseF1big","diag","diagdiff"
"1298",1298,2,29,0.710797,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"1299",1299,2,29,0.9855559,1,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"1300",1300,2,29,1.2549398,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1301",1301,3,29,0.6630532,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1302",1302,3,29,0.7651752,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"1303",1303,3,29,0.7537315,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"1304",1304,3,29,1.4972367,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"1305",1305,3,29,1.0878565,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1306",1306,3,29,0.9671396,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1307",1307,3,29,0.9392413,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1308",1308,3,29,1.1219129,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1309",1309,3,29,1.0650541,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1310",1310,3,29,1.2190693,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1311",1311,3,29,0.3760129,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"1312",1312,3,29,1.41921,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"1313",1313,3,29,1.5745445,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"1314",1314,3,29,0.6754965,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"1315",1315,3,29,1.0874096,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1316",1316,3,29,1.6267664,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"1317",1317,3,29,0.6293425,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"1318",1318,3,29,1.4100689,1,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1319",1319,3,29,0.9291727,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"1320",1320,3,29,0.6783827,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1321",1321,1,30,0.8177533,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1322",1322,1,30,1.2122416,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1323",1323,1,30,0.6750424,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1324",1324,1,30,1.1457913,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1325",1325,1,30,0.6762608,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"1326",1326,1,30,0.8221252,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"1327",1327,1,30,0.4391678,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"1328",1328,1,30,1.4783435,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1329",1329,1,30,1.5907064,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1330",1330,1,30,1.647346,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1331",1331,1,30,0.8891476,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"1332",1332,1,30,0.9797472,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1333",1333,1,30,0.7917144,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"1334",1334,1,30,1.3923105,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1335",1335,1,30,0.6682233,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"1336",1336,1,30,1.9775377,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1337",1337,1,30,1.3109409,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"1338",1338,1,30,1.3322046,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1339",1339,1,30,1.5282044,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1340",1340,1,30,0.9445912,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1341",1341,2,30,1.2665327,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"1342",1342,2,30,1.0232663,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1343",1343,2,30,1.3333157,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1344",1344,2,30,1.7660661,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1345",1345,2,30,1.1858274,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1346",1346,2,30,0.5555988,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"1347",1347,2,30,1.1166995,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1348",1348,2,30,1.336853,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1349",1349,2,30,1.1410094,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1350",1350,2,30,0.868141,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1351",1351,2,30,0.8343289,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1352",1352,2,30,1.4484909,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1353",1353,2,30,1.4890057,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1354",1354,2,30,1.8657197,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1355",1355,2,30,0.3475129,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"1356",1356,2,30,0.8350827,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"1357",1357,2,30,1.0134543,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1358",1358,2,30,1.2485447,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"1359",1359,2,30,1.4492308,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"1360",1360,2,30,0.9443874,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1361",1361,3,30,0.9399931,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1362",1362,3,30,0.9229748,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"1363",1363,3,30,0.6482279,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"1364",1364,3,30,1.2574711,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"1365",1365,3,30,0.8483364,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1366",1366,3,30,1.3436396,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1367",1367,3,30,0.8362368,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1368",1368,3,30,1.953795,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1369",1369,3,30,1.5024942,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1370",1370,3,30,1.4908906,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1371",1371,3,30,0.4999211,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"1372",1372,3,30,0.9610652,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"1373",1373,3,30,1.3665236,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"1374",1374,3,30,1.6496274,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"1375",1375,3,30,0.892141,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1376",1376,3,30,2.0001319,NA,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"1377",1377,3,30,1.3950236,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"1378",1378,3,30,1.0231401,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1379",1379,3,30,1.239132,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"1380",1380,3,30,1.4993809,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1381",1381,1,31,1.0025855,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1382",1382,1,31,1.1148964,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1383",1383,1,31,0.7697772,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1384",1384,1,31,1.3024372,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1385",1385,1,31,0.6429235,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"1386",1386,1,31,0.7578764,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"1387",1387,1,31,0.3527219,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"1388",1388,1,31,1.3284461,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1389",1389,1,31,1.8809583,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1390",1390,1,31,1.3201622,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1391",1391,1,31,1.0626332,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"1392",1392,1,31,1.1864983,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1393",1393,1,31,0.3818538,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"1394",1394,1,31,1.7292838,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1395",1395,1,31,0.6728937,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"1396",1396,1,31,1.9169295,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1397",1397,1,31,1.8946413,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"1398",1398,1,31,1.355255,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1399",1399,1,31,1.3800381,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1400",1400,1,31,1.8065464,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1401",1401,2,31,0.9914007,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"1402",1402,2,31,0.9340962,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1403",1403,2,31,1.4668166,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1404",1404,2,31,1.4525487,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1405",1405,2,31,1.4848207,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1406",1406,2,31,0.7261071,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"1407",1407,2,31,1.5441371,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1408",1408,2,31,1.4139036,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1409",1409,2,31,1.0125229,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1410",1410,2,31,1.2392239,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1411",1411,2,31,1.654666,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1412",1412,2,31,2.0000988,NA,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1413",1413,2,31,1.17712,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1414",1414,2,31,1.2022847,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1415",1415,2,31,1.031389,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"1416",1416,2,31,0.7869566,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"1417",1417,2,31,0.7292167,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1418",1418,2,31,1.2626434,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"1419",1419,2,31,1.4992968,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"1420",1420,2,31,1.1102169,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1421",1421,3,31,1.0302289,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1422",1422,3,31,0.6983738,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"1423",1423,3,31,0.7641906,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"1424",1424,3,31,0.7207224,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"1425",1425,3,31,1.284409,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1426",1426,3,31,1.0121707,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1427",1427,3,31,0.9919758,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1428",1428,3,31,0.9050532,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1429",1429,3,31,1.2975664,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1430",1430,3,31,1.4790253,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1431",1431,3,31,0.3119827,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"1432",1432,3,31,0.7914008,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"1433",1433,3,31,1.9340725,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"1434",1434,3,31,0.6292042,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"1435",1435,3,31,0.6329363,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1436",1436,3,31,0.8255371,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"1437",1437,3,31,0.7641722,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"1438",1438,3,31,1.1607956,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1439",1439,3,31,0.9595852,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"1440",1440,3,31,0.6543247,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
