"","run","id","face","FaceCue","cue","speed"
"559",1,"025",15,"r_15",1,2.63905732961526
"560",1,"025",5,"b_5",2,2.56494935746154
"561",1,"025",11,"b_11",2,2.94443897916644
"562",1,"025",2,"r_2",1,2.77258872223978
"563",1,"025",4,"r_4",1,2.07944154167984
"564",1,"025",6,"b_6",2,2.56494935746154
"565",1,"025",1,"b_1",2,2.89037175789616
"566",1,"025",11,"r_11",1,2.70805020110221
"567",1,"025",14,"b_14",2,2.63905732961526
"568",1,"025",7,"b_7",2,2.30258509299405
"569",1,"025",14,"r_14",1,2.39789527279837
"570",1,"025",9,"b_9",2,2.83321334405622
"571",1,"025",16,"r_16",1,2.94443897916644
"572",1,"025",10,"r_10",1,2.30258509299405
"573",1,"025",13,"r_13",1,2.484906649788
"574",1,"025",4,"b_4",2,2.07944154167984
"575",1,"025",3,"r_3",1,2.30258509299405
"576",1,"025",8,"b_8",2,2.70805020110221
"577",1,"026",8,"r_8",1,2.39789527279837
"578",1,"026",10,"b_10",2,2.30258509299405
"579",1,"026",15,"b_15",2,2.56494935746154
"580",1,"026",7,"r_7",1,2.94443897916644
"581",1,"026",2,"b_2",2,3.3322045101752
"582",1,"026",1,"r_1",1,1.94591014905531
"583",1,"026",12,"b_12",2,2.63905732961526
"584",1,"026",16,"b_16",2,2.19722457733622
"585",1,"026",3,"b_3",2,2.07944154167984
"586",1,"026",13,"b_13",2,1.94591014905531
"587",1,"026",12,"r_12",1,1.94591014905531
"588",1,"026",6,"r_6",1,3.17805383034795
"589",1,"026",9,"r_9",1,2.07944154167984
"590",1,"026",5,"r_5",1,2.19722457733622
"591",1,"026",15,"r_15",1,3.17805383034795
"592",1,"026",5,"b_5",2,2.89037175789616
"593",1,"026",11,"b_11",2,2.63905732961526
"594",1,"026",2,"r_2",1,3.29583686600433
"595",1,"026",4,"r_4",1,2.07944154167984
"596",1,"026",6,"b_6",2,2.70805020110221
"597",1,"026",1,"b_1",2,2.77258872223978
"598",1,"026",11,"r_11",1,2.89037175789616
"599",1,"026",14,"b_14",2,2.39789527279837
"600",1,"026",7,"b_7",2,2.39789527279837
"601",1,"026",14,"r_14",1,2.56494935746154
"602",1,"026",9,"b_9",2,2.83321334405622
"603",1,"026",16,"r_16",1,2.30258509299405
"604",1,"026",10,"r_10",1,2.39789527279837
"605",1,"026",13,"r_13",1,2.07944154167984
"606",1,"026",4,"b_4",2,2.83321334405622
"607",1,"026",3,"r_3",1,2.39789527279837
"608",1,"026",8,"b_8",2,2.39789527279837
"609",1,"027",8,"r_8",1,2.89037175789616
"610",1,"027",10,"b_10",2,2.56494935746154
"611",1,"027",15,"b_15",2,2.19722457733622
"612",1,"027",7,"r_7",1,2.484906649788
"613",1,"027",2,"b_2",2,3.13549421592915
"614",1,"027",1,"r_1",1,2.63905732961526
"615",1,"027",12,"b_12",2,2.56494935746154
"616",1,"027",16,"b_16",2,2.56494935746154
"617",1,"027",3,"b_3",2,2.39789527279837
"618",1,"027",13,"b_13",2,1.79175946922805
"619",1,"027",12,"r_12",1,2.94443897916644
"620",1,"027",6,"r_6",1,2.19722457733622
"621",1,"027",9,"r_9",1,2.94443897916644
"622",1,"027",5,"r_5",1,2.89037175789616
"623",1,"027",15,"r_15",1,2.63905732961526
"624",1,"027",5,"b_5",2,2.99573227355399
"625",1,"027",11,"b_11",2,1.94591014905531
"626",1,"027",2,"r_2",1,3.04452243772342
"627",1,"027",4,"r_4",1,2.94443897916644
"628",1,"027",6,"b_6",2,2.07944154167984
"629",1,"027",1,"b_1",2,2.39789527279837
"630",1,"027",11,"r_11",1,2.30258509299405
"631",1,"027",14,"b_14",2,2.19722457733622
"632",1,"027",7,"b_7",2,2.39789527279837
"633",1,"027",14,"r_14",1,2.19722457733622
"634",1,"027",9,"b_9",2,2.77258872223978
"635",1,"027",16,"r_16",1,2.89037175789616
"636",1,"027",10,"r_10",1,2.56494935746154
"637",1,"027",13,"r_13",1,2.94443897916644
"638",1,"027",4,"b_4",2,2.56494935746154
"639",1,"027",3,"r_3",1,2.30258509299405
"640",1,"027",8,"b_8",2,2.56494935746154
"641",1,"028",8,"r_8",1,2.83321334405622
"642",1,"028",10,"b_10",2,2.83321334405622
"643",1,"028",15,"b_15",2,1.94591014905531
"644",1,"028",7,"r_7",1,2.30258509299405
"645",1,"028",2,"b_2",2,3.17805383034795
"646",1,"028",1,"r_1",1,3.09104245335832
"647",1,"028",12,"b_12",2,2.89037175789616
"648",1,"028",16,"b_16",2,2.56494935746154
"649",1,"028",3,"b_3",2,2.63905732961526
"650",1,"028",13,"b_13",2,2.70805020110221
"651",1,"028",12,"r_12",1,1.94591014905531
"652",1,"028",6,"r_6",1,2.56494935746154
"653",1,"028",9,"r_9",1,2.484906649788
"654",1,"028",5,"r_5",1,2.56494935746154
"655",1,"028",15,"r_15",1,2.89037175789616
"656",1,"028",5,"b_5",2,2.99573227355399
"657",1,"028",11,"b_11",2,2.89037175789616
"658",1,"028",2,"r_2",1,3.13549421592915
"659",1,"028",4,"r_4",1,3.13549421592915
"660",1,"028",6,"b_6",2,2.07944154167984
"661",1,"028",1,"b_1",2,2.39789527279837
"662",1,"028",11,"r_11",1,2.83321334405622
"663",1,"028",14,"b_14",2,2.07944154167984
"664",1,"028",7,"b_7",2,2.70805020110221
"665",1,"028",14,"r_14",1,2.70805020110221
"666",1,"028",9,"b_9",2,2.99573227355399
"667",1,"028",16,"r_16",1,2.77258872223978
"668",1,"028",10,"r_10",1,3.13549421592915
"669",1,"028",13,"r_13",1,2.30258509299405
"670",1,"028",4,"b_4",2,2.30258509299405
"671",1,"028",3,"r_3",1,2.70805020110221
"672",1,"028",8,"b_8",2,2.77258872223978
"673",1,"029",8,"r_8",1,2.19722457733622
"674",1,"029",10,"b_10",2,2.07944154167984
"675",1,"029",15,"b_15",2,1.94591014905531
"676",1,"029",7,"r_7",1,2.39789527279837
"677",1,"029",2,"b_2",2,2.56494935746154
"678",1,"029",1,"r_1",1,1.94591014905531
"679",1,"029",12,"b_12",2,2.30258509299405
"680",1,"029",16,"b_16",2,2.484906649788
"681",1,"029",3,"b_3",2,2.70805020110221
"682",1,"029",13,"b_13",2,1.79175946922805
"683",1,"029",12,"r_12",1,2.19722457733622
"684",1,"029",6,"r_6",1,2.70805020110221
"685",1,"029",9,"r_9",1,2.39789527279837
"686",1,"029",5,"r_5",1,2.484906649788
"687",1,"029",15,"r_15",1,2.30258509299405
"688",1,"029",5,"b_5",2,2.39789527279837
"689",1,"029",11,"b_11",2,1.94591014905531
"690",1,"029",2,"r_2",1,2.63905732961526
"691",1,"029",4,"r_4",1,2.07944154167984
"692",1,"029",6,"b_6",2,2.56494935746154
"693",1,"029",1,"b_1",2,1.94591014905531
"694",1,"029",11,"r_11",1,2.07944154167984
"695",1,"029",14,"b_14",2,2.19722457733622
"696",1,"029",7,"b_7",2,2.07944154167984
"697",1,"029",14,"r_14",1,1.94591014905531
"698",1,"029",9,"b_9",2,2.07944154167984
"699",1,"029",16,"r_16",1,2.56494935746154
"700",1,"029",10,"r_10",1,2.07944154167984
"701",1,"029",13,"r_13",1,2.30258509299405
"702",1,"029",4,"b_4",2,2.484906649788
"703",1,"029",3,"r_3",1,2.484906649788
"704",1,"029",8,"b_8",2,2.56494935746154
"705",1,"030",8,"r_8",1,2.07944154167984
"706",1,"030",10,"b_10",2,1.94591014905531
"707",1,"030",15,"b_15",2,1.79175946922805
"708",1,"030",7,"r_7",1,1.79175946922805
"709",1,"030",2,"b_2",2,2.70805020110221
"710",1,"030",1,"r_1",1,2.63905732961526
"711",1,"030",12,"b_12",2,2.83321334405622
"712",1,"030",16,"b_16",2,2.484906649788
"713",1,"030",3,"b_3",2,2.63905732961526
"714",1,"030",13,"b_13",2,1.79175946922805
"715",1,"030",12,"r_12",1,1.94591014905531
"716",1,"030",6,"r_6",1,2.484906649788
"717",1,"030",9,"r_9",1,1.79175946922805
"718",1,"030",5,"r_5",1,1.79175946922805
"719",1,"030",15,"r_15",1,2.63905732961526
"720",1,"030",5,"b_5",2,2.83321334405622
"721",1,"030",11,"b_11",2,2.19722457733622
"722",1,"030",2,"r_2",1,2.07944154167984
"723",1,"030",4,"r_4",1,1.79175946922805
"724",1,"030",6,"b_6",2,2.19722457733622
"725",1,"030",1,"b_1",2,2.30258509299405
"726",1,"030",11,"r_11",1,2.56494935746154
"727",1,"030",14,"b_14",2,1.79175946922805
"728",1,"030",7,"b_7",2,1.79175946922805
"729",1,"030",14,"r_14",1,1.79175946922805
"730",1,"030",9,"b_9",2,2.19722457733622
"731",1,"030",16,"r_16",1,2.484906649788
"732",1,"030",10,"r_10",1,1.79175946922805
"733",1,"030",13,"r_13",1,1.79175946922805
"734",1,"030",4,"b_4",2,1.79175946922805
"735",1,"030",3,"r_3",1,2.39789527279837
"736",1,"030",8,"b_8",2,2.19722457733622
"737",1,"031",8,"r_8",1,2.39789527279837
"738",1,"031",10,"b_10",2,2.19722457733622
"739",1,"031",15,"b_15",2,2.484906649788
"740",1,"031",7,"r_7",1,2.19722457733622
"741",1,"031",2,"b_2",2,2.484906649788
"742",1,"031",1,"r_1",1,2.30258509299405
"743",1,"031",12,"b_12",2,2.484906649788
"744",1,"031",16,"b_16",2,2.484906649788
"745",1,"031",3,"b_3",2,2.484906649788
"746",1,"031",13,"b_13",2,2.484906649788
"747",1,"031",12,"r_12",1,2.19722457733622
"748",1,"031",6,"r_6",1,2.30258509299405
"749",1,"031",9,"r_9",1,2.19722457733622
"750",1,"031",5,"r_5",1,2.39789527279837
"751",1,"031",15,"r_15",1,2.484906649788
"752",1,"031",5,"b_5",2,2.484906649788
"753",1,"031",11,"b_11",2,2.484906649788
"754",1,"031",2,"r_2",1,2.39789527279837
"755",1,"031",4,"r_4",1,2.39789527279837
"756",1,"031",6,"b_6",2,2.39789527279837
"757",1,"031",1,"b_1",2,2.39789527279837
"758",1,"031",11,"r_11",1,2.39789527279837
"759",1,"031",14,"b_14",2,2.39789527279837
"760",1,"031",7,"b_7",2,2.19722457733622
"761",1,"031",14,"r_14",1,2.07944154167984
"762",1,"031",9,"b_9",2,2.39789527279837
"763",1,"031",16,"r_16",1,2.39789527279837
"764",1,"031",10,"r_10",1,2.19722457733622
"765",1,"031",13,"r_13",1,2.39789527279837
"766",1,"031",4,"b_4",2,2.30258509299405
"767",1,"031",3,"r_3",1,2.30258509299405
"768",1,"031",8,"b_8",2,2.39789527279837
"769",2,"001",8,"r_8",1,1.79175946922805
"770",2,"001",10,"b_10",2,1.79175946922805
"771",2,"001",15,"b_15",2,1.79175946922805
"772",2,"001",7,"r_7",1,1.94591014905531
"773",2,"001",2,"b_2",2,1.79175946922805
"774",2,"001",1,"r_1",1,2.39789527279837
"775",2,"001",12,"b_12",2,2.56494935746154
"776",2,"001",16,"b_16",2,1.79175946922805
"777",2,"001",3,"b_3",2,3.17805383034795
"778",2,"001",13,"b_13",2,2.99573227355399
"779",2,"001",12,"r_12",1,2.56494935746154
"780",2,"001",6,"r_6",1,2.19722457733622
"781",2,"001",9,"r_9",1,2.94443897916644
"782",2,"001",5,"r_5",1,2.77258872223978
"783",2,"001",15,"r_15",1,1.79175946922805
"784",2,"001",5,"b_5",2,2.30258509299405
"785",2,"001",11,"b_11",2,1.79175946922805
"786",2,"001",2,"r_2",1,3.09104245335832
"787",2,"001",4,"r_4",1,2.89037175789616
"788",2,"001",6,"b_6",2,1.94591014905531
"789",2,"001",1,"b_1",2,1.79175946922805
"790",2,"001",11,"r_11",1,1.79175946922805
"791",2,"001",14,"b_14",2,1.79175946922805
"792",2,"001",7,"b_7",2,2.77258872223978
"793",2,"001",14,"r_14",1,1.79175946922805
"794",2,"001",9,"b_9",2,1.79175946922805
"795",2,"001",16,"r_16",1,2.30258509299405
"796",2,"001",10,"r_10",1,1.79175946922805
"797",2,"001",13,"r_13",1,2.39789527279837
"798",2,"001",4,"b_4",2,2.56494935746154
"799",2,"001",3,"r_3",1,1.79175946922805
"800",2,"001",8,"b_8",2,1.79175946922805
"801",2,"002",8,"r_8",1,2.70805020110221
"802",2,"002",10,"b_10",2,2.70805020110221
"803",2,"002",15,"b_15",2,2.19722457733622
"804",2,"002",7,"r_7",1,2.19722457733622
"805",2,"002",2,"b_2",2,2.30258509299405
"806",2,"002",1,"r_1",1,2.19722457733622
"807",2,"002",12,"b_12",2,2.30258509299405
"808",2,"002",16,"b_16",2,2.19722457733622
"809",2,"002",3,"b_3",2,2.19722457733622
"810",2,"002",13,"b_13",2,2.19722457733622
"811",2,"002",12,"r_12",1,2.19722457733622
"812",2,"002",6,"r_6",1,2.63905732961526
"813",2,"002",9,"r_9",1,2.19722457733622
"814",2,"002",5,"r_5",1,2.19722457733622
"815",2,"002",15,"r_15",1,2.19722457733622
"816",2,"002",5,"b_5",2,2.19722457733622
"817",2,"002",11,"b_11",2,2.56494935746154
"818",2,"002",2,"r_2",1,2.19722457733622
"819",2,"002",4,"r_4",1,2.63905732961526
"820",2,"002",6,"b_6",2,2.56494935746154
"821",2,"002",1,"b_1",2,2.19722457733622
"822",2,"002",11,"r_11",1,2.19722457733622
"823",2,"002",14,"b_14",2,2.39789527279837
"824",2,"002",7,"b_7",2,2.19722457733622
"825",2,"002",14,"r_14",1,2.19722457733622
"826",2,"002",9,"b_9",2,2.39789527279837
"827",2,"002",16,"r_16",1,2.19722457733622
"828",2,"002",10,"r_10",1,2.19722457733622
"829",2,"002",13,"r_13",1,2.39789527279837
"830",2,"002",4,"b_4",2,2.30258509299405
"831",2,"002",3,"r_3",1,2.19722457733622
"832",2,"002",8,"b_8",2,2.19722457733622
"833",2,"003",8,"r_8",1,2.94443897916644
"834",2,"003",10,"b_10",2,2.19722457733622
"835",2,"003",15,"b_15",2,2.30258509299405
"836",2,"003",7,"r_7",1,2.70805020110221
"837",2,"003",2,"b_2",2,3.29583686600433
"838",2,"003",1,"r_1",1,2.19722457733622
"839",2,"003",12,"b_12",2,2.19722457733622
"840",2,"003",16,"b_16",2,3.04452243772342
"841",2,"003",3,"b_3",2,3.29583686600433
"842",2,"003",13,"b_13",2,2.19722457733622
"843",2,"003",12,"r_12",1,2.19722457733622
"844",2,"003",6,"r_6",1,2.56494935746154
"845",2,"003",9,"r_9",1,2.19722457733622
"846",2,"003",5,"r_5",1,2.56494935746154
"847",2,"003",15,"r_15",1,2.19722457733622
"848",2,"003",5,"b_5",2,2.56494935746154
"849",2,"003",11,"b_11",2,2.30258509299405
"850",2,"003",2,"r_2",1,3.2188758248682
"851",2,"003",4,"r_4",1,2.30258509299405
"852",2,"003",6,"b_6",2,2.89037175789616
"853",2,"003",1,"b_1",2,2.39789527279837
"854",2,"003",11,"r_11",1,2.19722457733622
"855",2,"003",14,"b_14",2,2.484906649788
"856",2,"003",7,"b_7",2,2.56494935746154
"857",2,"003",14,"r_14",1,2.56494935746154
"858",2,"003",9,"b_9",2,2.19722457733622
"859",2,"003",16,"r_16",1,2.89037175789616
"860",2,"003",10,"r_10",1,2.19722457733622
"861",2,"003",13,"r_13",1,2.19722457733622
"862",2,"003",4,"b_4",2,2.19722457733622
"863",2,"003",3,"r_3",1,3.25809653802148
"864",2,"003",8,"b_8",2,2.99573227355399
"865",2,"004",8,"r_8",1,1.38629436111989
"866",2,"004",10,"b_10",2,1.79175946922805
"867",2,"004",15,"b_15",2,1.38629436111989
"868",2,"004",7,"r_7",1,1.6094379124341
"869",2,"004",2,"b_2",2,2.83321334405622
"870",2,"004",1,"r_1",1,1.38629436111989
"871",2,"004",12,"b_12",2,1.38629436111989
"872",2,"004",16,"b_16",2,2.56494935746154
"873",2,"004",3,"b_3",2,1.38629436111989
"874",2,"004",13,"b_13",2,1.38629436111989
"875",2,"004",12,"r_12",1,2.77258872223978
"876",2,"004",6,"r_6",1,1.38629436111989
"877",2,"004",9,"r_9",1,1.38629436111989
"878",2,"004",5,"r_5",1,1.38629436111989
"879",2,"004",15,"r_15",1,1.38629436111989
"880",2,"004",5,"b_5",2,1.38629436111989
"881",2,"004",11,"b_11",2,1.38629436111989
"882",2,"004",2,"r_2",1,2.07944154167984
"883",2,"004",4,"r_4",1,2.77258872223978
"884",2,"004",6,"b_6",2,1.38629436111989
"885",2,"004",1,"b_1",2,1.38629436111989
"886",2,"004",11,"r_11",1,1.38629436111989
"887",2,"004",14,"b_14",2,1.6094379124341
"888",2,"004",7,"b_7",2,2.484906649788
"889",2,"004",14,"r_14",1,1.38629436111989
"890",2,"004",9,"b_9",2,1.38629436111989
"891",2,"004",16,"r_16",1,1.79175946922805
"892",2,"004",10,"r_10",1,1.38629436111989
"893",2,"004",13,"r_13",1,1.38629436111989
"894",2,"004",4,"b_4",2,1.94591014905531
"895",2,"004",3,"r_3",1,1.38629436111989
"896",2,"004",8,"b_8",2,1.38629436111989
"897",2,"006",8,"r_8",1,2.07944154167984
"898",2,"006",10,"b_10",2,2.07944154167984
"899",2,"006",15,"b_15",2,2.07944154167984
"900",2,"006",7,"r_7",1,2.07944154167984
"901",2,"006",2,"b_2",2,2.07944154167984
"902",2,"006",1,"r_1",1,2.07944154167984
"903",2,"006",12,"b_12",2,2.07944154167984
"904",2,"006",16,"b_16",2,2.07944154167984
"905",2,"006",3,"b_3",2,2.07944154167984
"906",2,"006",13,"b_13",2,2.07944154167984
"907",2,"006",12,"r_12",1,2.07944154167984
"908",2,"006",6,"r_6",1,2.07944154167984
"909",2,"006",9,"r_9",1,2.07944154167984
"910",2,"006",5,"r_5",1,2.07944154167984
"911",2,"006",15,"r_15",1,2.07944154167984
"912",2,"006",5,"b_5",2,2.07944154167984
"913",2,"006",11,"b_11",2,1.94591014905531
"914",2,"006",2,"r_2",1,1.94591014905531
"915",2,"006",4,"r_4",1,1.94591014905531
"916",2,"006",6,"b_6",2,1.94591014905531
"917",2,"006",1,"b_1",2,1.94591014905531
"918",2,"006",11,"r_11",1,1.94591014905531
"919",2,"006",14,"b_14",2,1.94591014905531
"920",2,"006",7,"b_7",2,1.94591014905531
"921",2,"006",14,"r_14",1,1.94591014905531
"922",2,"006",9,"b_9",2,1.94591014905531
"923",2,"006",16,"r_16",1,1.94591014905531
"924",2,"006",10,"r_10",1,1.94591014905531
"925",2,"006",13,"r_13",1,1.94591014905531
"926",2,"006",4,"b_4",2,1.94591014905531
"927",2,"006",3,"r_3",1,1.94591014905531
"928",2,"006",8,"b_8",2,1.94591014905531
"929",2,"007",8,"r_8",1,1.09861228866811
"930",2,"007",10,"b_10",2,1.09861228866811
"931",2,"007",15,"b_15",2,1.6094379124341
"932",2,"007",7,"r_7",1,1.09861228866811
"933",2,"007",2,"b_2",2,1.09861228866811
"934",2,"007",1,"r_1",1,1.09861228866811
"935",2,"007",12,"b_12",2,1.38629436111989
"936",2,"007",16,"b_16",2,1.09861228866811
"937",2,"007",3,"b_3",2,1.09861228866811
"938",2,"007",13,"b_13",2,1.09861228866811
"939",2,"007",12,"r_12",1,1.09861228866811
"940",2,"007",6,"r_6",1,1.09861228866811
"941",2,"007",9,"r_9",1,1.79175946922805
"942",2,"007",5,"r_5",1,1.38629436111989
"943",2,"007",15,"r_15",1,2.484906649788
"944",2,"007",5,"b_5",2,2.484906649788
"945",2,"007",11,"b_11",2,1.09861228866811
"946",2,"007",2,"r_2",1,1.09861228866811
"947",2,"007",4,"r_4",1,1.6094379124341
"948",2,"007",6,"b_6",2,1.09861228866811
"949",2,"007",1,"b_1",2,2.30258509299405
"950",2,"007",11,"r_11",1,1.6094379124341
"951",2,"007",14,"b_14",2,1.09861228866811
"952",2,"007",7,"b_7",2,1.09861228866811
"953",2,"007",14,"r_14",1,1.6094379124341
"954",2,"007",9,"b_9",2,1.38629436111989
"955",2,"007",16,"r_16",1,1.09861228866811
"956",2,"007",10,"r_10",1,1.38629436111989
"957",2,"007",13,"r_13",1,1.09861228866811
"958",2,"007",4,"b_4",2,1.09861228866811
"959",2,"007",3,"r_3",1,1.09861228866811
"960",2,"007",8,"b_8",2,2.39789527279837
"961",2,"009",8,"r_8",1,1.09861228866811
"962",2,"009",10,"b_10",2,1.09861228866811
"963",2,"009",15,"b_15",2,1.09861228866811
"964",2,"009",7,"r_7",1,1.6094379124341
"965",2,"009",2,"b_2",2,1.09861228866811
"966",2,"009",1,"r_1",1,1.09861228866811
"967",2,"009",12,"b_12",2,1.09861228866811
"968",2,"009",16,"b_16",2,1.09861228866811
"969",2,"009",3,"b_3",2,1.6094379124341
"970",2,"009",13,"b_13",2,1.09861228866811
"971",2,"009",12,"r_12",1,1.09861228866811
"972",2,"009",6,"r_6",1,1.94591014905531
"973",2,"009",9,"r_9",1,1.09861228866811
"974",2,"009",5,"r_5",1,1.38629436111989
"975",2,"009",15,"r_15",1,1.09861228866811
"976",2,"009",5,"b_5",2,1.09861228866811
"977",2,"009",11,"b_11",2,1.09861228866811
"978",2,"009",2,"r_2",1,1.09861228866811
"979",2,"009",4,"r_4",1,1.09861228866811
"980",2,"009",6,"b_6",2,1.09861228866811
"981",2,"009",1,"b_1",2,1.09861228866811
"982",2,"009",11,"r_11",1,1.09861228866811
"983",2,"009",14,"b_14",2,1.09861228866811
"984",2,"009",7,"b_7",2,1.09861228866811
"985",2,"009",14,"r_14",1,2.07944154167984
"986",2,"009",9,"b_9",2,1.09861228866811
"987",2,"009",16,"r_16",1,1.09861228866811
"988",2,"009",10,"r_10",1,1.09861228866811
"989",2,"009",13,"r_13",1,1.38629436111989
"990",2,"009",4,"b_4",2,1.09861228866811
"991",2,"009",3,"r_3",1,1.38629436111989
"992",2,"009",8,"b_8",2,1.09861228866811
"993",2,"010",8,"r_8",1,1.38629436111989
"994",2,"010",10,"b_10",2,1.09861228866811
"995",2,"010",15,"b_15",2,1.38629436111989
"996",2,"010",7,"r_7",1,1.09861228866811
"997",2,"010",2,"b_2",2,1.09861228866811
"998",2,"010",1,"r_1",1,1.38629436111989
"999",2,"010",12,"b_12",2,1.09861228866811
"1000",2,"010",16,"b_16",2,2.07944154167984
"1001",2,"010",3,"b_3",2,2.39789527279837
"1002",2,"010",13,"b_13",2,1.09861228866811
"1003",2,"010",12,"r_12",1,1.09861228866811
"1004",2,"010",6,"r_6",1,1.09861228866811
"1005",2,"010",9,"r_9",1,1.38629436111989
"1006",2,"010",5,"r_5",1,1.09861228866811
"1007",2,"010",15,"r_15",1,1.09861228866811
"1008",2,"010",5,"b_5",2,1.09861228866811
"1009",2,"010",11,"b_11",2,1.38629436111989
"1010",2,"010",2,"r_2",1,1.38629436111989
"1011",2,"010",4,"r_4",1,1.09861228866811
"1012",2,"010",6,"b_6",2,1.94591014905531
"1013",2,"010",1,"b_1",2,2.07944154167984
"1014",2,"010",11,"r_11",1,2.07944154167984
"1015",2,"010",14,"b_14",2,1.09861228866811
"1016",2,"010",7,"b_7",2,1.09861228866811
"1017",2,"010",14,"r_14",1,1.09861228866811
"1018",2,"010",9,"b_9",2,2.07944154167984
"1019",2,"010",16,"r_16",1,1.09861228866811
"1020",2,"010",10,"r_10",1,1.09861228866811
"1021",2,"010",13,"r_13",1,1.09861228866811
"1022",2,"010",4,"b_4",2,1.09861228866811
"1023",2,"010",3,"r_3",1,2.30258509299405
"1024",2,"010",8,"b_8",2,1.09861228866811
"1025",2,"011",8,"r_8",1,1.09861228866811
"1026",2,"011",10,"b_10",2,1.09861228866811
"1027",2,"011",15,"b_15",2,1.6094379124341
"1028",2,"011",7,"r_7",1,1.09861228866811
"1029",2,"011",2,"b_2",2,1.09861228866811
"1030",2,"011",1,"r_1",1,1.09861228866811
"1031",2,"011",12,"b_12",2,1.09861228866811
"1032",2,"011",16,"b_16",2,1.38629436111989
"1033",2,"011",3,"b_3",2,1.09861228866811
"1034",2,"011",13,"b_13",2,1.09861228866811
"1035",2,"011",12,"r_12",1,1.6094379124341
"1036",2,"011",6,"r_6",1,1.6094379124341
"1037",2,"011",9,"r_9",1,1.09861228866811
"1038",2,"011",5,"r_5",1,1.09861228866811
"1039",2,"011",15,"r_15",1,1.38629436111989
"1040",2,"011",5,"b_5",2,1.6094379124341
"1041",2,"011",11,"b_11",2,1.09861228866811
"1042",2,"011",2,"r_2",1,1.09861228866811
"1043",2,"011",4,"r_4",1,1.09861228866811
"1044",2,"011",6,"b_6",2,1.6094379124341
"1045",2,"011",1,"b_1",2,1.09861228866811
"1046",2,"011",11,"r_11",1,1.38629436111989
"1047",2,"011",14,"b_14",2,1.09861228866811
"1048",2,"011",7,"b_7",2,1.09861228866811
"1049",2,"011",14,"r_14",1,1.09861228866811
"1050",2,"011",9,"b_9",2,1.38629436111989
"1051",2,"011",16,"r_16",1,1.09861228866811
"1052",2,"011",10,"r_10",1,1.09861228866811
"1053",2,"011",13,"r_13",1,1.09861228866811
"1054",2,"011",4,"b_4",2,1.6094379124341
"1055",2,"011",3,"r_3",1,1.38629436111989
"1056",2,"011",8,"b_8",2,1.6094379124341
"1057",2,"017",8,"r_8",1,1.09861228866811
"1058",2,"017",10,"b_10",2,1.09861228866811
"1059",2,"017",15,"b_15",2,1.09861228866811
"1060",2,"017",7,"r_7",1,1.09861228866811
"1061",2,"017",2,"b_2",2,1.09861228866811
"1062",2,"017",1,"r_1",1,1.38629436111989
"1063",2,"017",12,"b_12",2,1.09861228866811
"1064",2,"017",16,"b_16",2,1.79175946922805
"1065",2,"017",3,"b_3",2,1.6094379124341
"1066",2,"017",13,"b_13",2,1.09861228866811
"1067",2,"017",12,"r_12",1,1.09861228866811
"1068",2,"017",6,"r_6",1,1.09861228866811
"1069",2,"017",9,"r_9",1,1.09861228866811
"1070",2,"017",5,"r_5",1,1.09861228866811
"1071",2,"017",15,"r_15",1,1.09861228866811
"1072",2,"017",5,"b_5",2,2.07944154167984
"1073",2,"017",11,"b_11",2,1.38629436111989
"1074",2,"017",2,"r_2",1,1.79175946922805
"1075",2,"017",4,"r_4",1,1.38629436111989
"1076",2,"017",6,"b_6",2,1.79175946922805
"1077",2,"017",1,"b_1",2,1.09861228866811
"1078",2,"017",11,"r_11",1,1.6094379124341
"1079",2,"017",14,"b_14",2,1.09861228866811
"1080",2,"017",7,"b_7",2,1.09861228866811
"1081",2,"017",14,"r_14",1,1.38629436111989
"1082",2,"017",9,"b_9",2,1.09861228866811
"1083",2,"017",16,"r_16",1,1.09861228866811
"1084",2,"017",10,"r_10",1,1.09861228866811
"1085",2,"017",13,"r_13",1,1.09861228866811
"1086",2,"017",4,"b_4",2,1.09861228866811
"1087",2,"017",3,"r_3",1,1.09861228866811
"1088",2,"017",8,"b_8",2,1.79175946922805
"1089",2,"018",8,"r_8",1,1.09861228866811
"1090",2,"018",10,"b_10",2,1.09861228866811
"1091",2,"018",15,"b_15",2,1.09861228866811
"1092",2,"018",7,"r_7",1,1.09861228866811
"1093",2,"018",2,"b_2",2,1.09861228866811
"1094",2,"018",1,"r_1",1,1.09861228866811
"1095",2,"018",12,"b_12",2,1.09861228866811
"1096",2,"018",16,"b_16",2,1.09861228866811
"1097",2,"018",3,"b_3",2,1.09861228866811
"1098",2,"018",13,"b_13",2,1.09861228866811
"1099",2,"018",12,"r_12",1,1.09861228866811
"1100",2,"018",6,"r_6",1,1.09861228866811
"1101",2,"018",9,"r_9",1,1.09861228866811
"1102",2,"018",5,"r_5",1,1.09861228866811
"1103",2,"018",15,"r_15",1,1.09861228866811
"1104",2,"018",5,"b_5",2,1.09861228866811
"1105",2,"018",11,"b_11",2,1.09861228866811
"1106",2,"018",2,"r_2",1,1.09861228866811
"1107",2,"018",4,"r_4",1,0.693147180559945
"1108",2,"018",6,"b_6",2,0.693147180559945
"1109",2,"018",1,"b_1",2,0.693147180559945
"1110",2,"018",11,"r_11",1,0.693147180559945
"1111",2,"018",14,"b_14",2,0.693147180559945
"1112",2,"018",7,"b_7",2,0.693147180559945
"1113",2,"018",14,"r_14",1,0.693147180559945
