onset	duration	trial_type
67.0911507	1	redCue
117.6085327	1	redCue
158.0837433	1	redCue
175.8497239	1	redCue
192.4161099	1	redCue
211.5686493	1	redCue
277.1506076	1	redCue
296.4701926	1	redCue
346.5224714	1	redCue
362.0045469	1	redCue
