onset	duration	trial_type
24.6476276	1	redCue
74.1792137	1	redCue
91.27916	1	redCue
173.7954009	1	redCue
207.3620665	1	redCue
257.7169696	1	redCue
272.682303	1	redCue
287.8087483	1	redCue
342.8803595	1	redCue
