onset	duration	trial_type
24.7592877	1	redCue
40.8370614	1	redCue
56.9907987	1	redCue
106.5070365	1	redCue
140.0236632	1	redCue
158.0969452	1	redCue
197.4973017	1	redCue
230.4089986	1	redCue
246.3296831	1	redCue
282.3489002	1	redCue
314.7202122	1	redCue
