onset	duration	trial_type
8.0253821	1	blueCue
73.073954	1	blueCue
89.1064126	1	blueCue
123.0070163	1	blueCue
178.3119747	1	blueCue
213.7973217	1	blueCue
264.4146404	1	blueCue
297.4641332	1	blueCue
332.4190153	1	blueCue
