onset	duration	trial_type
8.0325492	1	blueCue
27.3922452	1	blueCue
48.123766	1	blueCue
83.7723998	1	blueCue
99.9906405	1	blueCue
138.3303738	1	blueCue
236.1621855	1	blueCue
257.6282049	1	blueCue
313.1248221	1	blueCue
330.2731431	1	blueCue
