onset	duration	trial_type
8.0324031	1	redCue
26.5842054	1	redCue
48.0120027	1	redCue
81.9938064	1	redCue
96.7709733	1	redCue
112.3919457	1	redCue
132.690508	1	redCue
180.4709466	1	redCue
199.1063416	1	redCue
237.6109212	1	redCue
253.5938668	1	redCue
304.4440456	1	redCue
341.0643579	1	redCue
358.4323035	1	redCue
