onset	duration	trial_type
8.0317165	1	blueCue
46.9296543	1	blueCue
63.561851	1	blueCue
80.568102	1	blueCue
102.3600739	1	blueCue
141.6461229	1	blueCue
182.2544256	1	blueCue
285.2223175	1	blueCue
306.092676	1	blueCue
357.678026	1	blueCue
376.7296927	1	blueCue
