,id,roi,model,TR,var
206,30,M1r,E,547,0.058114447
207,30,mPFC,E,547,0.050929908
208,31,Amy_L,E,547,0.301784501
209,31,Amy_R,E,547,0.416017174
210,31,EC_L,E,547,1.957319667
211,31,EC_R,E,547,0.622219159
212,31,Hippo_L,E,547,0.111898205
213,31,Hippo_R,E,547,0.073420534
214,31,M1l,E,547,0.049072252
215,31,M1r,E,547,0.067963478
216,31,mPFC,E,547,0.168129498
