family,task,region,neural_condition,behavior_variable,behavior_definition,n,r,p_parametric,p_permutation,p_fwe_global,survives_global_fwe_05
time_resolved_roi_coding,rbCue,chirrel_precuences,F1_irrel,irrel,choice_effect_legacy_gaussian_glm,24,-0.03689168154,0.864112687,0.8638513615,1,False
time_resolved_roi_coding,rbCue,D_IFG_l,F2_irrel,irrel,choice_effect_legacy_gaussian_glm,24,0.03692480996,0.8639917668,0.8649713503,1,False
time_resolved_roi_coding,rbCue,F2rel_precnetral_l,F2_irrel,irrel,choice_effect_legacy_gaussian_glm,24,0.03547154394,0.8692989977,0.871501285,1,False
time_resolved_roi_coding,wCue,undiagdiff_precuneus,F2_diagdiff,diag,choice_effect_legacy_gaussian_glm,24,-0.03369298725,0.8758016052,0.8763812362,1,False
time_resolved_roi_coding,rbCue,D_IPL_l,F2_D,irrel,choice_effect_legacy_gaussian_glm,24,-0.03123848986,0.8847882667,0.8863911361,1,False
time_resolved_roi_coding,rbCue,unrel_IPL_l,F1_rel,rel,choice_effect_legacy_gaussian_glm,24,0.02935966758,0.8916765908,0.8908410916,1,False
time_resolved_roi_coding,rbCue,unrel_IPL_l,F2_D,irrel,choice_effect_legacy_gaussian_glm,24,0.02849381403,0.8948536595,0.8961810382,1,False
time_resolved_roi_coding,rbCue,D_insular,F2_irrel,irrel,choice_effect_legacy_gaussian_glm,24,0.02834237316,0.8954095027,0.8961810382,1,False
time_resolved_roi_coding,rbCue,D_insular,F2_I,irrel,choice_effect_legacy_gaussian_glm,24,-0.02535180491,0.906395439,0.908700913,1,False
time_resolved_roi_coding,rbCue,D_IFG_l,F1_irrel,rel,choice_effect_legacy_gaussian_glm,24,-0.0241583095,0.9107845437,0.9104908951,1,False
time_resolved_roi_coding,rbCue,D_insular,F1_rel,irrel,choice_effect_legacy_gaussian_glm,24,0.02331792623,0.9138765983,0.9135608644,1,False
time_resolved_roi_coding,rbCue,D_precuneus_l,F1_rel,rel,choice_effect_legacy_gaussian_glm,24,0.02120509862,0.921655667,0.922400776,1,False
time_resolved_roi_coding,rbCue,F2rel_precnetral_l,F2_rel,rel,choice_effect_legacy_gaussian_glm,24,0.02099967063,0.9224124008,0.9225507745,1,False
time_resolved_roi_coding,rbCue,unrel_IFG_l,F2_I,irrel,choice_effect_legacy_gaussian_glm,24,-0.02111364225,0.9219925561,0.9230307697,1,False
time_resolved_roi_coding,rbCue,unrel_MFG_l,F2_I,irrel,choice_effect_legacy_gaussian_glm,24,-0.02111364225,0.9219925561,0.9230307697,1,False
time_resolved_roi_coding,rbCue,unrel_IFG_l,F1_irrel,irrel,choice_effect_legacy_gaussian_glm,24,0.0156054181,0.9423046403,0.9433305667,1,False
time_resolved_roi_coding,rbCue,unrel_MFG_l,F1_irrel,irrel,choice_effect_legacy_gaussian_glm,24,0.0156054181,0.9423046403,0.9433305667,1,False
time_resolved_roi_coding,rbCue,D_IPL_l,F2_I,rel,choice_effect_legacy_gaussian_glm,24,-0.01450237471,0.9463768092,0.946100539,1,False
time_resolved_roi_coding,rbCue,chrel_putamen_l,F2_rel,irrel,choice_effect_legacy_gaussian_glm,24,0.008631667105,0.9680695701,0.9679103209,1,False
time_resolved_roi_coding,rbCue,chirrel_MFG_r,F2_rel,irrel,choice_effect_legacy_gaussian_glm,24,0.007327412334,0.9728924141,0.9729702703,1,False
time_resolved_roi_coding,wCue,chdiag_PCG_l,F2_diagdiff,diag,choice_effect_legacy_gaussian_glm,24,-0.0033381712,0.9876487644,0.9881601184,1,False
time_resolved_roi_coding,rbCue,chirrel_precuences,F2_D,irrel,choice_effect_legacy_gaussian_glm,24,-0.002254832891,0.9916569483,0.9916100839,1,False
time_resolved_roi_coding,rbCue,unrel_IFG_l,F2_irrel,irrel,choice_effect_legacy_gaussian_glm,24,0.0009430261242,0.9965106835,0.9962600374,1,False
time_resolved_roi_coding,rbCue,unrel_MFG_l,F2_irrel,irrel,choice_effect_legacy_gaussian_glm,24,0.0009430261242,0.9965106835,0.9962600374,1,False
time_resolved_roi_coding,rbCue,chirrel_MFG_r,F1_rel,rel,choice_effect_legacy_gaussian_glm,24,0.0003481621765,0.9987117524,0.9988400116,1,False
