onset	duration	trial_type
8.0323447	1	whiteCue
23.6309872	1	whiteCue
38.4288291	1	whiteCue
53.2102321	1	whiteCue
73.2807175	1	whiteCue
94.9358743	1	whiteCue
113.4725187	1	whiteCue
134.3576983	1	whiteCue
156.9806434	1	whiteCue
176.0185065	1	whiteCue
192.3343522	1	whiteCue
208.3337551	1	whiteCue
223.0657401	1	whiteCue
239.4653183	1	whiteCue
257.8309666	1	whiteCue
277.3840693	1	whiteCue
296.5615403	1	whiteCue
315.4266968	1	whiteCue
334.2255915	1	whiteCue
352.058207	1	whiteCue
