"","id","roi","model","TR","var","LL"
"600",21,"EC_L","diag",1112,5.890223482,-2563.81107931801
"601",21,"EC_R","diag",1112,0.715323319,-1391.58817080866
"602",21,"Hippo_L","diag",1112,0.126632325,-428.903735542374
"603",21,"Hippo_R","diag",1112,0.109166499,-346.385785983182
"606",21,"mPFC","diag",1112,0.269910527,-849.68604437397
"607",22,"Amy_L","diag",1112,0.347316952,-989.879913587695
"608",22,"Amy_R","diag",1112,0.258414393,-825.485559586354
"609",22,"EC_L","diag",1112,3.739317296,-2311.16974671814
"610",22,"EC_R","diag",1112,1.704309681,-1874.29669208501
"611",22,"Hippo_L","diag",1112,0.235534606,-773.940678177273
"612",22,"Hippo_R","diag",1112,0.214121342,-720.945551208138
"615",22,"mPFC","diag",1112,0.688234118,-1370.12347552817
"616",23,"Amy_L","diag",1112,0.249103724,-805.083084628038
"617",23,"Amy_R","diag",1112,0.150875356,-526.296159484683
"618",23,"EC_L","diag",1112,1.312814421,-1729.18797350563
"619",23,"EC_R","diag",1112,0.351734594,-996.907268476606
"620",23,"Hippo_L","diag",1112,0.054856273,36.2298862609339
"621",23,"Hippo_R","diag",1112,0.057997207,5.27274724720557
"624",23,"mPFC","diag",1112,0.154681289,-540.147654630493
"625",24,"Amy_L","diag",1112,0.100953661,-302.899568735579
"626",24,"Amy_R","diag",1112,0.113955334,-370.256163727421
"627",24,"EC_L","diag",1112,0.792871688,-1448.81545373415
"628",24,"EC_R","diag",1112,0.271705818,-853.371994626294
"629",24,"Hippo_L","diag",1112,0.07846896,-162.81065552339
"630",24,"Hippo_R","diag",1112,0.06101588,-22.9383057480135
"633",24,"mPFC","diag",1112,0.065509037,-62.4442988495367
"634",25,"Amy_L","diag",1112,0.289925911,-889.459442342084
"635",25,"Amy_R","diag",1112,0.193588537,-664.896353448123
"636",25,"EC_L","diag",1112,0.863928081,-1496.53589012993
"637",25,"EC_R","diag",1112,0.522047495,-1216.46147891504
"638",25,"Hippo_L","diag",1112,0.182545176,-632.238425065841
"639",25,"Hippo_R","diag",1112,0.080871588,-179.579299042417
"642",25,"mPFC","diag",1112,0.129264032,-440.340246004276
"643",26,"Amy_L","diag",1112,0.134097381,-460.750554311467
"644",26,"Amy_R","diag",1112,0.595825585,-1289.95879159008
"645",26,"EC_L","diag",1112,0.350344717,-994.705885785494
"646",26,"EC_R","diag",1112,0.293986989,-897.193458068617
"647",26,"Hippo_L","diag",1112,0.06959697,-96.1006075514669
"648",26,"Hippo_R","diag",1112,0.077307979,-154.522941153784
"651",26,"mPFC","diag",1112,0.150382378,-524.476481635957
"652",27,"Amy_L","diag",1112,0.166480651,-581.020489215819
"653",27,"Amy_R","diag",1112,0.36515016,-1017.71933224014
"654",27,"EC_L","diag",1112,3.560180577,-2283.87471362798
"655",27,"EC_R","diag",1112,0.608008029,-1301.21229044345
"656",27,"Hippo_L","diag",1112,0.18476532,-638.959796277611
"657",27,"Hippo_R","diag",1112,0.195617696,-670.693910273558
"660",27,"mPFC","diag",1112,0.862933008,-1495.89511982969
"661",28,"Amy_L","diag",1112,0.237613668,-778.826951573622
"662",28,"Amy_R","diag",1112,0.190538728,-656.067355403486
"663",28,"EC_L","diag",1112,2.486065666,-2084.20963124888
"664",28,"EC_R","diag",1112,0.416108726,-1090.35401600887
"665",28,"Hippo_L","diag",1112,0.341615997,-980.677847295966
"666",28,"Hippo_R","diag",1112,0.155837347,-544.287639438074
"669",28,"mPFC","diag",1112,0.115391159,-377.217936890391
"670",29,"Amy_L","diag",1112,0.096227005,-276.238493566244
"671",29,"Amy_R","diag",1112,0.061581928,-28.0725724947808
"672",29,"EC_L","diag",1112,0.438245573,-1119.17307255835
"673",29,"EC_R","diag",1112,0.146803214,-511.083427188117
"674",29,"Hippo_L","diag",1112,0.064236392,-51.5365802543104
"675",29,"Hippo_R","diag",1112,0.038426606,234.147239343489
"678",29,"mPFC","diag",1112,0.055954443,25.2092461536865
"679",30,"Amy_L","diag",1112,0.14933406,-520.587024061922
"680",30,"Amy_R","diag",1112,0.223890823,-745.75185966814
"681",30,"EC_L","diag",1112,0.689149305,-1370.86233159161
"682",30,"EC_R","diag",1112,0.352750874,-998.511423842853
"683",30,"Hippo_L","diag",1112,0.090330605,-241.080552624242
"684",30,"Hippo_R","diag",1112,0.046369347,129.681215737083
"687",30,"mPFC","diag",1112,0.058075626,4.52147807410454
"688",31,"Amy_L","diag",1112,0.283307159,-876.619325970748
"689",31,"Amy_R","diag",1112,0.849305307,-1487.04452737918
"690",31,"EC_L","diag",1112,1.386545687,-1759.56908741057
"691",31,"EC_R","diag",1112,0.650140524,-1338.46453665247
"692",31,"Hippo_L","diag",1112,0.062757884,-38.5897354335143
"693",31,"Hippo_R","diag",1112,0.062797278,-38.938634903195
"696",31,"mPFC","diag",1112,0.189023614,-651.628517483556
"697",1,"Amy_L","E",1099,0.0987669919199308,-287.325442941491
"698",1,"Amy_R","E",1099,0.156645725045808,-540.767628777211
"699",1,"EC_L","E",1099,1.90034273778445,-1912.21127287942
"700",1,"EC_R","E",1099,0.75038456508409,-1401.61383498644
"701",1,"Hippo_L","E",1099,0.082169747198721,-186.230486049363
"702",1,"Hippo_R","E",1099,0.0691309389498967,-91.2852257395824
"705",1,"mPFC","E",1099,0.0984302936218653,-285.448988160993
"707",2,"Amy_L","E",1099,0.293788208813425,-886.333013882277
"708",2,"Amy_R","E",1099,0.19901557482825,-672.315928569462
"709",2,"EC_L","E",1099,1.43781849557029,-1758.95175168247
"710",2,"EC_R","E",1099,1.20690103297194,-1662.75018951114
"711",2,"Hippo_L","E",1099,0.122520933608958,-405.752827334244
"712",2,"Hippo_R","E",1099,0.0625420601556504,-36.2456136370779
"715",2,"mPFC","E",1099,0.194572172691283,-659.908259738479
"717",3,"Amy_L","E",1099,0.385087071180228,-1035.03339465251
"718",3,"Amy_R","E",1099,0.212315588091969,-707.863470261335
"719",3,"EC_L","E",1099,4.09783448688783,-2334.46048179793
"720",3,"EC_R","E",1099,3.63131585758457,-2268.04594323952
"721",3,"Hippo_L","E",1099,0.130704381889864,-441.281433630884
"722",3,"Hippo_R","E",1099,0.122762608831392,-406.835660502587
"725",3,"mPFC","E",1099,0.49274286923198,-1170.49503946043
"727",4,"Amy_L","E",1099,0.881770714358196,-1490.27358980193
"728",4,"Amy_R","E",1099,0.640077922398711,-1314.24558470958
"729",4,"EC_L","E",1099,4.11941040099443,-2337.34611857993
"730",4,"EC_R","E",1099,5.23531727234977,-2469.07083092869
"731",4,"Hippo_L","E",1099,0.244358794451915,-785.103291236726
"732",4,"Hippo_R","E",1099,0.316175058159577,-926.686597112791
"735",4,"mPFC","E",1099,0.514360306610053,-1194.08866321469
"737",6,"Amy_L","E",1099,0.0861888821642746,-212.471307271511
"738",6,"Amy_R","E",1099,0.0957082492094967,-270.038741303753
"739",6,"EC_L","E",1099,0.776542027007774,-1420.44241743006
"740",6,"EC_R","E",1099,1.59452309783595,-1815.79624196356
"741",6,"Hippo_L","E",1099,0.0695475709023816,-94.5869622080006
"742",6,"Hippo_R","E",1099,0.0679364396891293,-81.7075425967947
"745",6,"mPFC","E",1099,0.116839124941012,-379.660416659322
"747",7,"Amy_L","E",1112,0.415240279278595,-1089.19239423589
"748",7,"Amy_R","E",1112,0.472281081018424,-1160.7590351578
"749",7,"EC_L","E",1112,1.81764677524852,-1910.09338113604
"750",7,"EC_R","E",1112,2.99778977197359,-2188.27830152579
"751",7,"Hippo_L","E",1112,0.119156888539415,-395.072918641378
"752",7,"Hippo_R","E",1112,0.1681528054867,-586.577169906117
"755",7,"mPFC","E",1112,0.254181891126086,-816.303579157332
"757",9,"Amy_L","E",1112,0.841037873991833,-1481.60571535771
"758",9,"Amy_R","E",1112,0.296875645380889,-902.629935687348
"759",9,"EC_L","E",1112,4.42501419295027,-2404.78370708463
"760",9,"EC_R","E",1112,3.9100228660772,-2335.98968040105
"761",9,"Hippo_L","E",1112,0.313197307256359,-932.387065616046
"762",9,"Hippo_R","E",1112,0.162865820699039,-568.814945614227
"765",9,"mPFC","E",1112,0.678342359886619,-1362.07429034901
"767",10,"Amy_L","E",1112,0.979064566877027,-1566.09597508496
"768",10,"Amy_R","E",1112,1.24905784205746,-1701.5082335893
"769",10,"EC_L","E",1112,5.18214391008186,-2492.60133113652
"770",10,"EC_R","E",1112,9.65667277720355,-2838.67257959958
"771",10,"Hippo_L","E",1112,0.460404945762733,-1146.59888283302
"772",10,"Hippo_R","E",1112,0.69827751563379,-1378.17854931066
"775",10,"mPFC","E",1112,1.09315782513564,-1627.38289977236
"777",11,"Amy_L","E",1112,0.111246094568536,-356.877831187624
"778",11,"Amy_R","E",1112,0.119030547469448,-394.483083655396
"779",11,"EC_L","E",1112,1.11697020079527,-1639.36428098651
"780",11,"EC_R","E",1112,0.76922972404023,-1431.98436241544
"781",11,"Hippo_L","E",1112,0.102822134783084,-313.096074511677
"782",11,"Hippo_R","E",1112,0.0745246967080349,-134.136310667493
"785",11,"mPFC","E",1112,0.231021564561203,-763.183862748896
"787",15,"Amy_L","E",1112,0.153259738203737,-535.014283059969
"788",15,"Amy_R","E",1112,0.0985766472544656,-289.651634813991
"789",15,"EC_L","E",1112,2.22986412915636,-2023.73865309602
"790",15,"EC_R","E",1112,1.0427629358085,-1601.14151480139
"791",15,"Hippo_L","E",1112,0.101582357852868,-306.35136535827
"792",15,"Hippo_R","E",1112,0.0991095740635955,-292.649395828428
"795",15,"mPFC","E",1112,0.532779709990208,-1227.77578218739
"797",17,"Amy_L","E",1112,0.307643296145046,-922.43890003743
"798",17,"Amy_R","E",1112,0.270738630455858,-851.389277885644
"799",17,"EC_L","E",1112,1.12173765885432,-1641.73235297627
"800",17,"EC_R","E",1112,0.737604747047166,-1408.6426218704
"801",17,"Hippo_L","E",1112,0.11628276605278,-381.4975377884
"802",17,"Hippo_R","E",1112,0.0974859989744399,-283.465788500687
"805",17,"mPFC","E",1112,0.273943587927115,-857.93245796222
"807",18,"Amy_L","E",1112,0.162658857722262,-568.107955095715
"808",18,"Amy_R","E",1112,0.0880264113645124,-226.71382942593
"809",18,"EC_L","E",1112,0.276298559697331,-862.691716425772
"810",18,"EC_R","E",1112,0.245453157291086,-796.874718585225
"811",18,"Hippo_L","E",1112,0.0739654783073808,-129.948465906806
"812",18,"Hippo_R","E",1112,0.0683604093845319,-86.1330926779057
"815",18,"mPFC","E",1112,0.0857235097940745,-211.974389546608
"817",19,"Amy_L","E",1112,1.01362205767683,-1585.38239092064
"818",19,"Amy_R","E",1112,0.427722436382367,-1105.6595202865
"819",19,"EC_L","E",1112,3.79917568587221,-2319.99961877084
"820",19,"EC_R","E",1112,0.934799133374834,-1540.37212543987
"821",19,"Hippo_L","E",1112,0.723248684984797,-1397.7144516719
"822",19,"Hippo_R","E",1112,0.291874098677336,-893.183046258031
"825",19,"mPFC","E",1112,1.50586990413484,-1805.46978070257
"827",21,"Amy_L","E",1112,0.109037016211559,-345.725920914065
"828",21,"Amy_R","E",1112,0.143806758499249,-499.617280385454
"829",21,"EC_L","E",1112,5.89043681603759,-2563.83121634291
"830",21,"EC_R","E",1112,0.714101454240473,-1390.63763884017
"831",21,"Hippo_L","E",1112,0.126497747683374,-428.312537552339
"832",21,"Hippo_R","E",1112,0.109194892321263,-346.530378272283
"835",21,"mPFC","E",1112,0.270410656344445,-850.715328449801
"837",22,"Amy_L","E",1112,0.347996443069516,-990.96660962317
"838",22,"Amy_R","E",1112,0.257673103505468,-823.888321733482
"839",22,"EC_L","E",1112,3.76920919074484,-2315.59670886852
"840",22,"EC_R","E",1112,1.71506694619543,-1877.795025163
"841",22,"Hippo_L","E",1112,0.234823317098377,-772.259078223939
"842",22,"Hippo_R","E",1112,0.21265904687036,-717.135445144527
"845",22,"mPFC","E",1112,0.692204084624451,-1373.32145646539
"847",23,"Amy_L","E",1112,0.249864578404267,-806.778724910647
"848",23,"Amy_R","E",1112,0.151489414143979,-528.554470181829
"849",23,"EC_L","E",1112,1.31004870528673,-1728.01540869194
"850",23,"EC_R","E",1112,0.351961441696984,-997.265739513799
"851",23,"Hippo_L","E",1112,0.0547833017968906,36.9699838943775
"852",23,"Hippo_R","E",1112,0.0578352449777742,6.82759550442169
"855",23,"mPFC","E",1112,0.157158229633141,-548.980454025461
"857",24,"Amy_L","E",1112,0.101378557434753,-305.234765441527
"858",24,"Amy_R","E",1112,0.113755150403853,-369.278588114931
"859",24,"EC_L","E",1112,0.795570639454803,-1450.70487512142
"860",24,"EC_R","E",1112,0.270774633457211,-851.463210216081
"861",24,"Hippo_L","E",1112,0.0784009546661588,-162.328587714979
"862",24,"Hippo_R","E",1112,0.0609849850968108,-22.6567082933272
"865",24,"mPFC","E",1112,0.0657451804153281,-64.4449336964859
"867",25,"Amy_L","E",1112,0.28996256849393,-889.529737122452
"868",25,"Amy_R","E",1112,0.19430485441631,-666.949870961022
"869",25,"EC_L","E",1112,0.867144297681786,-1498.6019141214
"870",25,"EC_R","E",1112,0.523630314872945,-1218.14469053754
"871",25,"Hippo_L","E",1112,0.182875785523798,-633.24449184767
"872",25,"Hippo_R","E",1112,0.0808347525915031,-179.325994349433
"875",25,"mPFC","E",1112,0.129152688351142,-439.861120098554
"877",26,"Amy_L","E",1112,0.133347819503273,-457.633973549467
"878",26,"Amy_R","E",1112,0.592414599760591,-1286.76665413029
"879",26,"EC_L","E",1112,0.350864537617756,-995.530234051046
"880",26,"EC_R","E",1112,0.293346691431828,-895.981180956643
"881",26,"Hippo_L","E",1112,0.0695677309333111,-95.8669718491773
"882",26,"Hippo_R","E",1112,0.0766453275906273,-149.736600839894
"885",26,"mPFC","E",1112,0.148978094963468,-519.260114306787
"887",27,"Amy_L","E",1112,0.166021450443543,-579.484765558123
"888",27,"Amy_R","E",1112,0.36398045838961,-1015.93541414127
"889",27,"EC_L","E",1112,3.56185355811222,-2284.1359248207
"890",27,"EC_R","E",1112,0.608574667800937,-1301.7302185661
"891",27,"Hippo_L","E",1112,0.184651302043403,-638.616584943317
"892",27,"Hippo_R","E",1112,0.19529810188621,-669.784791901685
"895",27,"mPFC","E",1112,0.86297317815696,-1495.92100143027
"897",28,"Amy_L","E",1112,0.234350081426469,-771.137449744405
"898",28,"Amy_R","E",1112,0.190257249630817,-655.245382426023
"899",28,"EC_L","E",1112,2.4702393339719,-2080.65881243719
"900",28,"EC_R","E",1112,0.414347307197191,-1087.99543160745
"901",28,"Hippo_L","E",1112,0.341181727048681,-979.970597939425
"902",28,"Hippo_R","E",1112,0.155590135085928,-543.404930871871
"905",28,"mPFC","E",1112,0.115016547250077,-375.409973781206
"907",29,"Amy_L","E",1112,0.0962188135189856,-276.191161143208
"908",29,"Amy_R","E",1112,0.0615779412449054,-28.0365764215961
"909",29,"EC_L","E",1112,0.434228371789433,-1114.05296628882
"910",29,"EC_R","E",1112,0.146576122955435,-510.222680502236
"911",29,"Hippo_L","E",1112,0.0639994231678008,-49.4816969051915
"912",29,"Hippo_R","E",1112,0.0384030648916615,234.487963350085
"915",29,"mPFC","E",1112,0.055945616384453,25.2969601063209
"917",30,"Amy_L","E",1112,0.149095740661004,-519.699005637786
"918",30,"Amy_R","E",1112,0.223326447738847,-744.348547084698
"919",30,"EC_L","E",1112,0.687277456213598,-1369.35008466913
"920",30,"EC_R","E",1112,0.352819778101002,-998.620018723224
"921",30,"Hippo_L","E",1112,0.0904248244155645,-241.660186663095
"922",30,"Hippo_R","E",1112,0.0463230373049696,130.236777939356
"925",30,"mPFC","E",1112,0.058090423183336,4.37983197290457
"927",31,"Amy_L","E",1112,0.283330695554967,-876.665515347134
"928",31,"Amy_R","E",1112,0.848349967645878,-1486.41875989282
"929",31,"EC_L","E",1112,1.38875150285368,-1760.45290906209
"930",31,"EC_R","E",1112,0.651422478110255,-1339.55978400451
"931",31,"Hippo_L","E",1112,0.0627630072697063,-38.635122905344
"932",31,"Hippo_R","E",1112,0.0627956718405642,-38.924413967267
"935",31,"mPFC","E",1112,0.188374762747874,-649.716682807689
