"","id","roi","model","TR","var","LL"
"552",10,"Amy_R","E",547,0.746571303362121,-696.225132728393
"553",10,"EC_L","E",547,2.77226750417759,-1055.03791349216
"554",10,"EC_R","E",547,4.17131076621599,-1166.78036986693
"555",10,"Hippo_L","E",547,0.233441045673503,-378.26454466309
"556",10,"Hippo_R","E",547,0.558749036505926,-616.967374155844
"559",10,"mPFC","E",547,1.1062991227824,-803.788435491789
"561",11,"Amy_L","E",547,0.124264155803656,-205.817331315137
"562",11,"Amy_R","E",547,0.114972666359911,-184.56223171532
"563",11,"EC_L","E",547,1.71345194875769,-923.441867912802
"564",11,"EC_R","E",547,0.979169498379558,-770.40206119784
"565",11,"Hippo_L","E",547,0.114287012057709,-182.926296324863
"566",11,"Hippo_R","E",547,0.0804694170432494,-86.972722988388
"569",11,"mPFC","E",547,0.788283754708486,-711.094504639503
"571",15,"Amy_L","E",547,0.177160442026344,-302.81306308328
"572",15,"Amy_R","E",547,0.0995018279430879,-145.036449041273
"573",15,"EC_L","E",547,2.11811027144558,-981.42777638606
"574",15,"EC_R","E",547,1.6742997094831,-917.119908512358
"575",15,"Hippo_L","E",547,0.145532615789687,-249.027770397109
"576",15,"Hippo_R","E",547,0.173135691912915,-296.527994589782
"579",15,"mPFC","E",547,0.677425877682758,-669.643397461577
"581",17,"Amy_L","E",547,0.532214402956717,-603.660505067807
"582",17,"Amy_R","E",547,0.43832895157528,-550.580510731196
"583",17,"EC_L","E",547,1.39691454269433,-867.581103060136
"584",17,"EC_R","E",547,2.14289892225906,-984.610014290131
"585",17,"Hippo_L","E",547,0.290875135470665,-438.424841753573
"586",17,"Hippo_R","E",547,0.368458572092877,-503.089594049504
"589",17,"mPFC","E",547,0.507308733960977,-590.552563490634
"591",18,"Amy_L","E",547,0.156456526472065,-268.823142532551
"592",18,"Amy_R","E",547,0.103452227394084,-155.684876104916
"593",18,"EC_L","E",547,0.554851369258789,-615.052834003676
"594",18,"EC_R","E",547,1.12111647869301,-807.427277402611
"595",18,"Hippo_L","E",547,0.0950455795364136,-132.504828331638
"596",18,"Hippo_R","E",547,0.0921038428700809,-123.906017385541
"599",18,"mPFC","E",547,0.16785618826551,-288.058234884397
"601",19,"Amy_L","E",547,0.638477948258444,-653.448641127424
